period,ugs_id,plant,pollinator,w
B,54,Echium vulgare,Hoplitis adunca,1
B,54,Hieracium bauhini,Apis mellifera,3
B,54,Hieracium bauhini,Halictus simplex aggr.,1
B,54,Hieracium bauhini,Oedemera lurida,1
B,54,Hieracium bauhini,Sphaerophoria scripta,1
B,54,Hieracium bauhini,wildbee,1
B,54,Hypochaeris radicata,Apis mellifera,1
B,54,Medicago lupulina,Sphaerophoria scripta,1
B,54,Medicago sativa,Megachile circumcincta,1
B,55,Achillea millefolium,Anthrenus verbasci,4
B,55,Achillea millefolium,Apis mellifera,2
B,55,Achillea millefolium,Lasioglossum malachurum,1
B,55,Buphthalmum salicifolium,Apis mellifera,2
B,55,Cirsium vulgare,Apis mellifera,2
B,55,Echium vulgare,Apis mellifera,32
B,55,Echium vulgare,Bombus terrestris aggr.,3
B,55,Echium vulgare,Eupeodes luniger,1
B,55,Echium vulgare,Hoplitis adunca,1
B,55,Echium vulgare,Macroglossum stellatarum,1
B,55,Echium vulgare,Osmia bicornis,1
B,55,Galium mollugo aggr.,Episyrphus balteatus,1
B,55,Galium mollugo aggr.,Mordellistena sp.,1
B,55,Geranium robertianum,Apis mellifera,1
B,55,Hippocrepis comosa,Apis mellifera,1
B,55,Hippocrepis comosa,Episyrphus balteatus,1
B,55,Hippocrepis comosa,Megachile circumcincta,1
B,55,Lotus corniculatus,Apis mellifera,1
B,55,Salvia pratensis,Apis mellifera,2
B,55,Scabiosa columbaria,Apis mellifera,4
B,55,Scabiosa columbaria,Oedemera nobilis,1
B,55,Silene noctiflora,Apis mellifera,1
B,55,Thymus serpyllum,Apis mellifera,5
B,55,Trifolium pratense,Bombus terrestris aggr.,1
B,55,Veronica austriaca,Apis mellifera,1
B,56,Centaurea jacea,Apis mellifera,6
B,56,Centaurea jacea,Halictus confusus,1
B,56,Centaurea scabiosa,Apis mellifera,7
B,56,Centaurea scabiosa,Vanessa cardui,1
B,56,Echium vulgare,Apis mellifera,4
B,56,Echium vulgare,Hoplitis adunca,4
B,56,Knautia arvensis,Apis mellifera,2
B,56,Knautia arvensis,Stelis punctulatissima,1
B,56,Lotus corniculatus,Megachile willughbiella,1
B,56,Medicago sativa,Andrena afzeliella,1
B,56,Medicago sativa,Megachile centuncularis,1
B,56,Medicago sativa,Polistes dominula,1
B,56,Medicago sativa,Sphaerophoria scripta,1
B,56,Onobrychis viciifolia,Apis mellifera,1
B,56,Onobrychis viciifolia,Bombus pascuorum,2
B,56,Papaver rhoeas,Bombus terrestris,1
B,56,Reseda lutea,Bombus humilis,1
B,56,Reseda lutea,Hylaeus gibbus aggr.,4
B,56,Reseda lutea,Hylaeus nigritus,1
B,56,Reseda lutea,Hylaeus sp.,1
B,56,Rhinanthus alectorolophus,Bombus pratorum,1
B,56,Rhinanthus alectorolophus,Bombus terrestris aggr.,1
B,56,Salvia pratensis,Megachile ericetorum,2
B,56,Scabiosa columbaria,Apis mellifera,3
B,56,Scabiosa columbaria,Halictus simplex aggr.,1
B,56,Silene vulgaris,Bombus lapidarius,1
B,56,Vicia sepium,Bombus pascuorum,1
B,57,Centaurea jacea,Apis mellifera,17
B,57,Centaurea jacea,Halictus scabiosae,1
B,57,Centaurea jacea,Halictus subauratus,1
B,57,Centaurea scabiosa,Apis mellifera,1
B,57,Cirsium arvense,Apis mellifera,2
B,57,Cirsium arvense,Halictus scabiosae,3
B,57,Crepis biennis,Apis mellifera,6
B,57,Crepis biennis,Halictus scabiosae,2
B,57,Crepis biennis,Lasioglossum limbellum,3
B,57,Crepis biennis,Lasioglossum pauxillum,1
B,57,Crepis biennis,Sicus sp.,1
B,57,Crepis biennis,wildbee,1
B,57,Echium vulgare,Hoplitis adunca,1
B,57,Leucanthemum vulgare,Oxythyrea funesta,1
B,57,Onobrychis viciifolia,Andrena wilkella,1
B,57,Onobrychis viciifolia,Apis mellifera,5
B,57,Onobrychis viciifolia,Bombus pascuorum,1
B,57,Plantago lanceolata,Lasioglossum pauxillum,1
B,57,Salvia pratensis,Apis mellifera,8
B,57,Trifolium pratense,Bombus hortorum,1
B,57,Trifolium pratense,Halictus subauratus,2
B,57,Trifolium pratense,Oxythyrea funesta,1
B,57,Trifolium pratense,hymenoptera,1
B,57,Vicia sepium,Eucera nigrescens,1
B,58,Aegopodium podagraria,Andrena minutula,1
B,58,Aegopodium podagraria,Andrena minutuloides,4
B,58,Aegopodium podagraria,Apis mellifera,33
B,58,Aegopodium podagraria,Bombus pratorum,1
B,58,Aegopodium podagraria,Episyrphus balteatus,2
B,58,Aegopodium podagraria,Graphosoma lineatum,2
B,58,Aegopodium podagraria,Hylaeus communis,1
B,58,Aegopodium podagraria,Hylaeus sinuatus,2
B,58,Aegopodium podagraria,Hylaeus sp.,1
B,58,Aegopodium podagraria,Lucilia sp.,2
B,58,Aegopodium podagraria,Myathropa florea,1
B,58,Aegopodium podagraria,NA,1
B,58,Aegopodium podagraria,Pipizella sp.,1
B,58,Aegopodium podagraria,Sphaerophoria sp.,1
B,58,Aegopodium podagraria,diptera as 15,8
B,58,Aegopodium podagraria,lepidoptera,1
B,58,Borago officinalis,Apis mellifera,3
B,58,Centaurea montana,Bombus terrestris aggr.,1
B,58,Erigeron annuus,NA,1
B,58,Leucanthemum vulgare,Bruchidius sp.,1
B,58,Leucanthemum vulgare,Halictus scabiosae,1
B,58,Leucanthemum vulgare,Lucilia sp.,1
B,58,Leucanthemum vulgare,Oedemera lurida,1
B,58,Medicago lupulina,Apis mellifera,1
B,58,Phacelia tanacetifolia,Anthrenus verbasci,1
B,58,Phacelia tanacetifolia,Apis mellifera,1
B,58,Phacelia tanacetifolia,Bombus hyponorum,1
B,58,Phacelia tanacetifolia,Lasioglossum politum,1
B,58,Ranunculus acris,Oedemera lurida,1
B,58,Ranunculus repens,Lasioglossum pauxillum,1
B,58,Trifolium pratense,Bombus hortorum,2
B,58,Trifolium pratense,Bombus terrestris aggr.,1
B,58,Trifolium pratense,Xylocopa violacea,1
B,58,Trifolium repens,Ancistrocerus gazella,1
B,58,Trifolium repens,Apis mellifera,11
B,58,Vicia sepium,Apis mellifera,4
B,58,Vicia sepium,Bombus terrestris aggr.,1
B,58,Vicia sepium,Eucera nigrescens,1
B,58,Vicia sepium,Xylocopa violacea,1
B,58,Vicia sepium,syrphidae,1
B,59,Crepis biennis,Apis mellifera,2
B,59,Dianthus carthusianorum,Euclidia glyphica,1
B,59,Dianthus carthusianorum,Lasioglossum morio,1
B,59,Dianthus carthusianorum,Macroglossum stellatarum,1
B,59,Dianthus carthusianorum,Megachile willughbiella,1
B,59,Galium mollugo aggr.,Morphospecies 1,1
B,59,Helianthemum nummularium,Apis mellifera,1
B,59,Helianthemum nummularium,Lasioglossum laticeps,1
B,59,Helianthemum nummularium,Lasioglossum pauxillum,1
B,59,Helianthemum nummularium,Osmia bicornis,2
B,59,Hippocrepis comosa,Apis mellifera,2
B,59,Hippocrepis comosa,Halictus subauratus,1
B,59,Hippocrepis comosa,Megachile willughbiella,1
B,59,Hippocrepis comosa,Osmia bicornis,1
B,59,Medicago lupulina,Apis mellifera,1
B,59,Medicago lupulina,Polyommatus icarus,1
B,59,Onobrychis viciifolia,Andrena intermedia/gelriae,1
B,59,Onobrychis viciifolia,Anthophora quadrimaculata,4
B,59,Onobrychis viciifolia,Apis mellifera,10
B,59,Onobrychis viciifolia,Bombus lapidarius,1
B,59,Onobrychis viciifolia,Bombus terrestris aggr.,3
B,59,Onobrychis viciifolia,Osmia bicornis,2
B,59,Onobrychis viciifolia,Polyommatus icarus,1
B,59,Rosa rubiginosa,Apis mellifera,2
B,59,Rosa rubiginosa,Bombus hypnorum,1
B,59,Salvia pratensis,Apis mellifera,2
B,59,Salvia pratensis,Megachile ericetorum,1
B,59,Sanguisorba minor,NA,1
B,59,Trifolium dubium,Andrena afzeliella,2
B,59,Trifolium dubium,Apis mellifera,3
B,60,Centaurea jacea,Lasioglossum morio,1
B,60,Crepis biennis,Apis mellifera,1
B,60,Crepis biennis,Oedemera lurida,1
B,60,Galium mollugo aggr.,Oedemera nobilis,1
B,60,Geranium pyrenaicum,Episyrphus balteatus,1
B,60,Geranium pyrenaicum,Oedemera nobilis,2
B,60,Geranium pyrenaicum,Sphaerophoria scripta,1
B,60,Ligustrum vulgare,Apis mellifera,8
B,60,Ligustrum vulgare,Protaetia cuprea s.l.,1
B,60,Potentilla reptans,Episyrphus balteatus,1
B,60,Rubus fruticosus aggr.,Apis mellifera,1
B,60,Rubus fruticosus aggr.,Hylaeus communis,1
B,60,Vicia sepium,Bombus pascuorum,1
C,1,Borago officinalis,Apis mellifera,5
C,1,Calystegia sepium,Apis mellifera,3
C,1,Calystegia sepium,Bombus terrestris aggr.,1
C,1,Calystegia sepium,Eristalis tenax,1
C,1,Convolvulus arvensis,Lasioglossum calceatum,1
C,1,Crepis capillaris,Lasioglossum calceatum,1
C,1,Crepis capillaris,Sphaerophoria scripta,1
C,1,Oenothera biennis,Apis mellifera,1
C,1,Plantago lanceolata,Melanostoma mellinum,1
C,1,Sonchus arvensis,Lasioglossum villosulum,1
C,2,Allium carinatum,Apis mellifera,1
C,2,Apium graveolens,Gymnosoma sp.,1
C,2,Apium graveolens,Pipizella viduata,1
C,2,Borago officinalis,Apis mellifera,4
C,2,Buddleja davidii,Apis mellifera,3
C,2,Buddleja davidii,Bombus sp.,1
C,2,Buddleja davidii,Bombus terrestris,1
C,2,Buddleja davidii,Bombus terrestris aggr.,1
C,2,Buddleja davidii,Eristalis arbustorum,1
C,2,Buddleja davidii,Eristalis pertinax,1
C,2,Buddleja davidii,Eristalis tenax,1
C,2,Buddleja davidii,Eupeodes corollae,1
C,2,Buddleja davidii,Pieris rapae,1
C,2,Daucus carota,Agriotes ustulatus,1
C,2,Daucus carota,cf. Sarcophaga sp.,1
C,2,Epilobium hirsutum,Apis mellifera,1
C,2,Epilobium hirsutum,Bombus hypnorum,1
C,2,Epilobium hirsutum,Episyrphus balteatus,1
C,2,Epilobium hirsutum,Lasioglossum pauxillum,1
C,2,Epilobium hirsutum,Sphaerophoria scripta,1
C,2,Geranium robertianum,Lasioglossum morio,1
C,2,Hypericum perforatum,Apis mellifera,1
C,2,Melissa officinalis,Apis mellifera,1
C,2,Melissa officinalis,Lasioglossum politum,1
C,2,Potentilla reptans,Andrena minutula,1
C,2,Potentilla reptans,Meligethes aeneus,4
C,2,Verbena bonariensis,Apis mellifera,2
C,3,Bellis perennis,Lasioglossum pauxillum,2
C,3,Calendula officinalis,Apis mellifera,1
C,3,Calendula officinalis,Lasioglossum albipes,1
C,3,Calendula officinalis,Lasioglossum laticeps,1
C,3,Campanula persicifolia,Chelostoma distinctum,1
C,3,Dianthus armeria,Eupeodes luniger,1
C,3,Dianthus armeria,Lasioglossum laticeps,1
C,3,Hypericum perforatum,Lasioglossum laticeps,3
C,3,Lavandula angustifolia,Apis mellifera,11
C,3,Lavandula angustifolia,Hoplitis adunca,1
C,3,Lavandula angustifolia,Osmia caerulescens,1
C,3,Lysimachia punctata,Lasioglossum calceatum,1
C,3,Lysimachia punctata,Lasioglossum laticeps,1
C,3,Lythrum salicaria,Lasioglossum morio,1
C,3,Lythrum salicaria,Lasioglossum nitidulum,1
C,3,Malva sylvestris,Apis mellifera,3
C,3,Nigella damascena,Apis mellifera,1
C,3,Petrosedum rupestre,Halictus simplex aggr.,1
C,3,Petrosedum rupestre,Lasioglossum laticeps,1
C,3,Petrosedum rupestre,Lasioglossum sp.,1
C,3,Phacelia tanacetifolia,Apis mellifera,18
C,3,Phacelia tanacetifolia,Hylaeus communis,1
C,3,Phacelia tanacetifolia,Lasioglossum laticeps,12
C,3,Phacelia tanacetifolia,Lasioglossum politum,3
C,3,Phacelia tanacetifolia,Oedemera lurida,1
C,3,Phacelia tanacetifolia,Xylocopa sp.,1
C,3,Pilosella aurantiaca,Halictus subauratus,1
C,3,Pilosella aurantiaca,Lasioglossum calceatum,1
C,3,Pilosella aurantiaca,Lasioglossum pauxillum,1
C,3,Sinapis arvensis,Lasioglossum laticeps,2
C,3,Valeriana rubra,Lasioglossum laticeps,3
C,4,Erigeron annuus,Eristalis arbustorum,1
C,4,Erigeron annuus,Lasioglossum politum,3
C,4,Erigeron annuus,Lasioglossum sp.,1
C,4,Erigeron annuus,Sphaerophoria scripta,1
C,4,Gladiolus communis,Apis mellifera,1
C,4,Gladiolus communis,Deraeocoris ruber,1
C,5,Allium cepa,Hylaeus communis,1
C,5,Borago officinalis,Apis mellifera,2
C,5,Linaria purpurea,Apis mellifera,1
C,5,Origanum vulgare,Apis mellifera,9
C,5,Origanum vulgare,Lasioglossum calceatum,2
C,5,Origanum vulgare,Lasioglossum malachurum,1
C,5,Petroselinum crispum,Agriotes ustulatus,1
C,5,Petroselinum crispum,Cheilosia soror,1
C,5,Petroselinum crispum,Hylaeus clypearis,1
C,5,Petroselinum crispum,Hylaeus gredleri,1
C,5,Petroselinum crispum,Hylaeus sinuatus,1
C,5,Phacelia tanacetifolia,Apis mellifera,3
C,5,Valeriana rubra,Apis mellifera,1
C,5,Valeriana rubra,Lasioglossum laticeps,3
C,6,Capsicum frutescens,Apis mellifera,1
C,6,Capsicum frutescens,Lasioglossum calceatum,1
C,6,Cucumis sativus,Apis mellifera,3
C,6,Helianthus annuus,Bombus terrestris aggr.,1
C,6,Helianthus annuus,Halictus scabiosae,1
C,7,Achillea millefolium,Lasioglossum glabriusculum,1
C,7,Achillea millefolium,Lasioglossum malachurum,1
C,7,Achillea millefolium,Lasioglossum politum,1
C,7,Allium sphaerocephalon,Apis mellifera,10
C,7,Allium sphaerocephalon,Hylaeus communis,1
C,7,Allium sphaerocephalon,Hylaeus nigritus,2
C,7,Allium sphaerocephalon,Lasioglossum malachurum,1
C,7,Allium sphaerocephalon,Lasioglossum politum,1
C,7,Althaea officinalis,Apis mellifera,4
C,7,Apium graveolens,Agriotes ustulatus,1
C,7,Apium graveolens,Anogcodes rufiventris,1
C,7,Apium graveolens,Lasioglossum politum,1
C,7,Apium graveolens,Morphospecies 5,1
C,7,Borago officinalis,Apis mellifera,1
C,7,Calendula stellata,Lasioglossum pauxillum,1
C,7,Centaurea cyanus,Apis mellifera,1
C,7,Coriandrum sativum,Lasioglossum morio,1
C,7,Coriandrum sativum,Syritta pipiens,1
C,7,Cota tinctoria,Heriades truncorum,1
C,7,Cota tinctoria,Lasioglossum malachurum,2
C,7,Cota tinctoria,Lasioglossum pauxillum,1
C,7,Cynara cardunculus,Apis mellifera,11
C,7,Daucus carota,Ectophasia sp.,1
C,7,Daucus carota,Lasioglossum glabriusculum,1
C,7,Daucus carota,Lasioglossum politum,1
C,7,Daucus carota,Polistes dominula,1
C,7,Daucus carota,Stictoleptura rubra,1
C,7,Echinacea purpurea,Apis mellifera,1
C,7,Echinacea purpurea,Bombus vestalis,1
C,7,Echinacea purpurea,Maniola jurtina,1
C,7,Echinacea purpurea,Oxythyrea funesta,1
C,7,Hypericum perforatum,Lasioglossum politum,1
C,7,Lavandula angustifolia,Apis mellifera,28
C,7,Papaver rhoeas,Lasioglossum malachurum,1
C,7,Scabiosa ochroleuca,Apis mellifera,1
C,7,Scabiosa ochroleuca,Halictus scabiosae,1
C,7,Tagetes erecta,Apis mellifera,2
C,7,Tanacetum vulgare,Cerceris rybyensis,1
C,7,Tanacetum vulgare,Colletes daviesanus,1
C,7,Tanacetum vulgare,Halictus subauratus,1
C,7,Tanacetum vulgare,Heriades truncorum,1
C,7,Tanacetum vulgare,Hylaeus nigritus,2
C,7,Tanacetum vulgare,Hylaeus sp.,1
C,7,Tanacetum vulgare,Lasioglossum politum,1
C,8,Bellis perennis,Lasioglossum pauxillum,1
C,8,Circaea lutetiana,Lasioglossum morio,1
C,8,Hylotelephium telephium,Apis mellifera,5
C,8,Lavandula angustifolia,Apis mellifera,2
C,8,Lavandula angustifolia,Sphaerophoria scripta,1
C,8,Taraxacum officinale,Apis mellifera,1
C,8,Trifolium repens,Apis mellifera,2
C,8,Trifolium repens,Bombus humilis,1
C,9,Calendula officinalis,Apis mellifera,3
C,9,Calendula officinalis,Lasioglossum malachurum,4
C,9,Calendula officinalis,Lasioglossum pauxillum,1
C,9,Calendula stellata,Apis mellifera,2
C,9,Calendula stellata,Lasioglossum leucozonium,1
C,9,Campanula trachelium,Chelostoma campanularum,1
C,9,Campanula trachelium,Chelostoma rapunculi,1
C,9,Campanula trachelium,Lasioglossum morio,2
C,9,Eriocapitella hupehensis,Apis mellifera,1
C,9,Eriocapitella hupehensis,Eristalis pertinax,1
C,9,"Geranium wallichianum """"""""Rozanne""""""""",Chelostoma campanularum,1
C,9,Helenium autumnale,Apis mellifera,6
C,9,Leucanthemum maximum,Agriotes ustulatus,1
C,9,Leucanthemum maximum,Cheilosia caerulescens,1
C,9,Leucanthemum maximum,Eristalis tenax,1
C,9,Leucanthemum maximum,Lasioglossum calceatum,2
C,9,Leucanthemum maximum,Lasioglossum malachurum,1
C,9,Leucanthemum maximum,Maniola jurtina,1
C,9,Leucanthemum maximum,Myathropa florea,1
C,9,Leucanthemum maximum,Syritta pipiens,1
C,9,Leucanthemum maximum,wildbee,1
C,9,Lythrum salicaria,Apis mellifera,17
C,9,Lythrum salicaria,Bombus pascuorum,1
C,9,Lythrum salicaria,Celastrina argiolus,1
C,9,Origanum vulgare,Apis mellifera,67
C,9,Origanum vulgare,Cerceris rybyensis,1
C,9,Origanum vulgare,Eristalis similis,1
C,9,Origanum vulgare,Lasioglossum calceatum,4
C,9,Origanum vulgare,Lasioglossum morio,2
C,9,Origanum vulgare,Lasioglossum pauxillum,1
C,9,Origanum vulgare,Lasioglossum politum,3
C,9,Origanum vulgare,Sicus sp.,1
C,9,Origanum vulgare,Syritta pipiens,1
C,9,Origanum vulgare,wildbee,1
C,9,Persicaria bistorta,Apis mellifera,6
C,9,Persicaria bistorta,Lasioglossum calceatum,3
C,9,Persicaria bistorta,Lasioglossum morio,1
C,9,Scabiosa ochroleuca,Lasioglossum calceatum,1
C,9,Scabiosa ochroleuca,Sicus sp.,1
C,9,Verbena bonariensis,Apis mellifera,1
C,10,Allium sativum,Cerceris rybyensis,1
C,10,Allium sativum,Dolichovespula saxonica,2
C,10,Allium schoenoprasum,Apis mellifera,2
C,10,Borago officinalis,Apis mellifera,3
C,10,Calendula officinalis,Apis mellifera,2
C,10,Calendula officinalis,Eristalis sp.,1
C,10,Calendula officinalis,Eristalis tenax,1
C,10,Calendula officinalis,Halictus langobardicus,1
C,10,Epilobium hirsutum,Lasioglossum morio,1
C,10,Hydrangea macrophylla,Lasioglossum politum,1
C,10,Lavandula angustifolia,Apis mellifera,18
C,10,Leonurus cardiaca,Anthidium manicatum,3
C,10,Leonurus cardiaca,Apis mellifera,1
C,10,Linaria purpurea,Apis mellifera,1
C,10,Lythrum salicaria,Apis mellifera,12
C,10,Lythrum salicaria,Lasioglossum sp.,1
C,10,Lythrum salicaria,Melitta nigricans,1
C,10,Malva arborea,Apis mellifera,2
C,10,Malva arborea,Lasioglossum politum,1
C,10,Malva sylvestris,Apis mellifera,10
C,10,Melissa officinalis,Lasioglossum laticeps,1
C,10,Melissa officinalis,Lasioglossum politum,3
C,10,Mentha spicata,Apis mellifera,5
C,10,Mentha spicata,Eristalis arbustorum,2
C,10,Mentha spicata,Lasioglossum morio,1
C,10,Mentha spicata,Syritta pipiens,3
C,10,Nigella damascena,Apis mellifera,1
C,10,Nigella damascena,Lasioglossum politum,1
C,10,Origanum vulgare,Apis mellifera,16
C,10,Origanum vulgare,Eristalis tenax,2
C,10,Origanum vulgare,Helophilus trivittatus,1
C,10,Origanum vulgare,Hylaeus communis,2
C,10,Origanum vulgare,Lasioglossum calceatum,1
C,10,Origanum vulgare,Lasioglossum politum,1
C,10,Phlox drummondii,Apis mellifera,1
C,10,Phlox drummondii,wildbee,1
C,10,Physostegia virginiana,Apis mellifera,2
C,10,Rubus idaeus,Dolichovespula saxonica,1
C,10,Symphytum officinale,Bombus humilis,1
C,10,Symphytum officinale,Bombus pascuorum,1
C,10,Symphytum officinale,Lasioglossum morio,1
C,10,Syringa pubescens,Apis mellifera,2
C,10,Tanacetum vulgare,Colletes daviesanus,1
C,10,Tanacetum vulgare,Eristalis nemorum,1
C,10,Tanacetum vulgare,Hylaeus nigritus,2
C,10,Tanacetum vulgare,Syritta pipiens,1
C,11,Borago officinalis,Apis mellifera,6
C,11,Crocosmia _x crocosmiiflora,Apis mellifera,2
C,11,Crocosmia _x crocosmiiflora,wildbee,1
C,11,Crocosmia aurea,Apis mellifera,1
C,11,Crocosmia aurea,Bombus pascuorum,1
C,11,Erigeron canadensis,Lasioglossum morio,3
C,11,Erigeron canadensis,Lasioglossum pauxillum,2
C,11,Malva alcea,Lasioglossum malachurum,1
C,11,Phaseolus vulgaris,Apis mellifera,1
C,11,Symphyotrichum novae-angliae,Lasioglossum calceatum,1
C,11,Symphyotrichum novae-angliae,Lasioglossum morio,1
C,11,Symphytum officinale,Bombus pascuorum,1
C,11,Viola tricolor,Bombus terrestris aggr.,1
C,12,Allium schoenoprasum,Lasioglossum pauxillum,1
C,12,Cota tinctoria,Lasioglossum pauxillum,1
C,12,Crocosmia _x crocosmiiflora,Lasioglossum pauxillum,1
C,12,Geranium robertianum,wildbee,1
C,12,Knautia arvensis,Halictus scabiosae,2
C,12,Linum usitatissimum,Apis mellifera,1
C,12,Linum usitatissimum,Bombus pratorum,1
C,12,Linum usitatissimum,Lasioglossum laticeps,1
C,12,Lysimachia vulgaris,Lasioglossum calceatum,1
C,12,Lysimachia vulgaris,Macropis fulvipes,3
C,12,Petrorhagia saxifraga,Lasioglossum glabriusculum,1
C,12,Scabiosa columbaria,Apis mellifera,2
C,12,Sempervivum tectorum,Lasioglossum laticeps,1
C,12,Silene coronaria,Lasioglossum morio,1
C,12,Stachys byzantina,Anthidium manicatum,1
C,12,Stachys byzantina,Apis mellifera,14
C,12,Stachys byzantina,Coelioxys rufescens,1
C,12,Stachys byzantina,Lasioglossum malachurum,1
C,12,Stachys byzantina,Maniola jurtina,1
C,12,Stachys byzantina,Xylocopa violacea,2
C,12,Tragopogon porrifolius,Meligethes sp. (noir),1
C,12,Trifolium incarnatum,Bombus ruderatus,1
C,12,Veronica persica,Lasioglossum pauxillum,1
C,13,Achillea millefolium,Heriades truncorum,2
C,13,Achillea millefolium,Hylaeus nigritus,3
C,13,Achillea millefolium,NA,2
C,13,Achillea millefolium,Paragus tibialis,1
C,13,Achillea millefolium,cf. Calliphora sp.,1
C,13,Achillea millefolium,coleoptera,1
C,13,Centaurea jacea,Apis mellifera,4
C,13,Centaurea jacea,Hylaeus nigritus,5
C,13,Cirsium arvense,Apis mellifera,13
C,13,Cirsium arvense,Helophilus trivittatus,1
C,13,Cirsium arvense,Heriades truncorum,1
C,13,Cirsium arvense,Hylaeus communis,1
C,13,Cirsium arvense,Hylaeus hyalinatus,2
C,13,Cirsium arvense,Lasioglossum calceatum,1
C,13,Erigeron annuus,Paragus tibialis,1
C,13,Galium mollugo aggr.,Sphaerophoria scripta,1
C,13,Hypericum perforatum,Apis mellifera,1
C,13,Lotus corniculatus,Apis mellifera,1
C,13,Lotus corniculatus,Megachile willughbiella,2
C,13,Medicago sativa,Apis mellifera,1
C,13,Medicago sativa,Helophilus trivittatus,1
C,13,Medicago sativa,Lasioglossum pauxillum,1
C,13,Medicago sativa,Osmia caerulescens,1
C,13,Medicago sativa,Pieris rapae,1
C,13,Trifolium pratense,Sphaerophoria sp.,1
C,13,Trifolium repens,Apis mellifera,36
C,13,Trifolium repens,Halictus tumulorum,1
C,14,Anchusa officinalis,Apis mellifera,1
C,14,Centaurea jacea,Apis mellifera,1
C,14,Centaurea jacea,pollen beetle,5
C,14,Cichorium intybus,Apis mellifera,2
C,14,Cichorium intybus,wildbee,1
C,14,Hypericum perforatum,Melanostoma scalare,1
C,14,Knautia arvensis,Bombus pascuorum,1
C,14,Lotus corniculatus,Bombus pascuorum,1
C,14,Pimpinella major,Melanostoma scalare,1
C,14,Prunella vulgaris,Apis mellifera,1
C,14,Prunella vulgaris,Bombus pascuorum,2
C,14,Trifolium pratense,Bombus pascuorum,1
C,15,Campanula rotundifolia,Andrena afzeliella,1
C,15,Campanula rotundifolia,Halictus tumulorum,1
C,15,Centaurea scabiosa,Halictus scabiosae,1
C,15,Cichorium intybus,Apis mellifera,1
C,15,Echium vulgare,Hoplitis adunca,1
C,15,Helianthemum nummularium,Apis mellifera,7
C,15,Helianthemum nummularium,Lasioglossum morio,1
C,15,Teucrium chamaedrys,Apis mellifera,13
C,15,Teucrium chamaedrys,Bombus pascuorum,1
C,15,Teucrium chamaedrys,Bombus terrestris,1
C,15,Teucrium chamaedrys,Bombus terrestris aggr.,2
C,15,Verbascum nigrum,Lasioglossum morio,1
C,16,Cichorium intybus,Lasioglossum malachurum,2
C,16,Daucus carota,diptera_A10,1
C,16,Hypochaeris radicata,Lasioglossum malachurum,1
C,16,Hypochaeris radicata,Meligethes aeneus,1
C,16,Plantago lanceolata,Lasioglossum pauxillum,1
C,16,Plantago lanceolata,Melanostoma mellinum,1
C,16,Prunella vulgaris,Apis mellifera,9
C,16,Prunella vulgaris,Bombus hypnorum,1
C,16,Prunella vulgaris,Bombus lapidarius,1
C,16,Prunella vulgaris,Bombus pascuorum,1
C,16,Prunella vulgaris,Bombus terrestris aggr.,4
C,16,Prunella vulgaris,Halictus tumulorum,2
C,16,Trifolium pratense,Bombus pascuorum,1
C,16,Trifolium repens,Andrena afzeliella,1
C,16,Trifolium repens,Apis mellifera,18
C,16,Trifolium repens,Halictus simplex aggr.,1
C,16,Trifolium repens,Halictus tumulorum,2
C,16,Trifolium repens,Lasioglossum malachurum,2
C,17,Achillea millefolium,Halictus subauratus,2
C,17,Achillea millefolium,Lasioglossum calceatum,1
C,17,Centaurea jacea,Lasioglossum calceatum,1
C,17,Daucus carota,Lucilia sp.,1
C,17,Daucus carota,Sphaerophoria scripta,1
C,17,Galium mollugo aggr.,Pipizella viduata,1
C,17,Knautia arvensis,Apis mellifera,1
C,17,Medicago lupulina,Lasioglossum calceatum,1
C,17,Medicago sativa,Ancistrocerus nigricornis,1
C,17,Medicago sativa,Andrena afzeliella,1
C,17,Medicago sativa,Apis mellifera,6
C,17,Medicago sativa,Polistes dominula,1
C,17,Medicago sativa,Sphaerophoria scripta,2
C,17,Picris hieracioides,Lasioglossum calceatum,1
C,17,Picris hieracioides,Lasioglossum villosulum,1
C,17,Plantago lanceolata,Sphaerophoria sp.,1
C,17,Scabiosa columbaria,Apis mellifera,6
C,17,Scabiosa columbaria,Bombus pascuorum,1
C,17,Scabiosa columbaria,Bombus pratorum,1
C,17,Scabiosa columbaria,Halictus scabiosae,1
C,17,Scabiosa columbaria,Oedemera lurida,1
C,17,Trifolium repens,Apis mellifera,13
C,18,Crepis capillaris,Eristalis sp.,1
C,18,Crepis capillaris,Eristalis tenax,1
C,18,Crepis capillaris,Eupeodes corollae,3
C,18,Crepis capillaris,Lasioglossum pauxillum,8
C,18,Crepis capillaris,Olibrus sp.,3
C,18,Crepis capillaris,Scaeva pyrastri,1
C,18,Crepis capillaris,Sphaerophoria scripta,1
C,18,Crepis capillaris,Sphaerophoria sp.,1
C,18,Crepis capillaris,Sphaerophoria taeniata,1
C,18,Crepis capillaris,Syritta pipiens,1
C,18,Hydrangea macrophylla,Apis mellifera,3
C,18,Hypochaeris radicata,Eupeodes corollae,2
C,18,Medicago lupulina,Sphaerophoria scripta,1
C,18,Potentilla reptans,Melanostoma mellinum,1
C,18,Prunella vulgaris,Bombus pascuorum,1
C,18,Prunella vulgaris,Bombus sp.,1
C,18,Trifolium pratense,Bombus pascuorum,1
C,18,Trifolium pratense,Melanostoma mellinum,1
C,18,Trifolium repens,Apis mellifera,10
