Id,capture_date,capture_window,phytometer_plant,taxon,nectar_robber,male,female,adult,intertegular_distance,fulcrum_length,prementum_length,labellum_lenght,forewing_length,proboscis_length,labellum_prementum_ratio,comment
8,28.06.2016,8,Carrot,Anthaxia nitidula,0,0,0,1,2.059,0,0,0,4.435,0,NA,
71,28.06.2016,6,Carrot,Anthaxia nitidula,0,0,0,1,1.898,0,0,0,4.053,0,NA,
47,28.06.2016,2,Carrot,Anthaxia nitidula,0,0,0,1,1.958,0,0,0,4.399,0,NA,
83,01.07.2016,6,Carrot,Anthaxia nitidula,0,0,0,1,1.892,0,0,0,4.121,0,NA,
83,01.07.2016,8,Carrot,Anthaxia nitidula,0,0,0,1,1.944,0,0,0,4.119,0,NA,
28,01.07.2016,5,Carrot,Anthaxia nitidula,0,0,0,1,1.558,0,0,0,3.485,0,NA,
84,07.07.2016,6,Carrot,Anthaxia nitidula,0,0,0,1,1.958,0,0,0,4.133,0,NA,
71,07.07.2016,2,Carrot,Anthaxia nitidula,0,0,0,1,1.862,0,0,0,3.837,0,NA,
30,11.07.2016,1,Carrot,Anthaxia nitidula,0,0,0,1,1.907,0,0,0,4.229,0,NA,wing damaged
47,18.07.2016,6,Carrot,Anthaxia nitidula,0,0,0,1,1.891,0,0,0,3.978,0,NA,
25,18.07.2016,9,Carrot,Anthaxia nitidula,0,0,0,1,1.874,0,0,0,3.846,0,NA,
41,18.07.2016,6,Carrot,Anthaxia nitidula,0,0,0,1,1.884,0,0,0,4.005,0,NA,
84,23.06.2016,2,Carrot,Mordella sp.,0,0,0,1,NA,0,0,0,4.669,0,NA,
8,18.07.2016,5,Carrot,Mordella sp.,0,0,0,1,1.646,0,0,0,4.513,0,NA,
39,20.07.2016,9,Carrot,Mordella sp.,0,0,0,1,1.852,0,0,0,4.946,0,NA,
84,23.06.2016,2,Carrot,Variimorda sp.,0,0,0,1,2.114,0,0,0,NA,0,NA,
2,28.06.2016,4,Carrot,Variimorda sp.,0,0,0,1,1.948,0,0,0,5.016,0,NA,
2,28.06.2016,3,Carrot,Variimorda sp.,0,0,0,1,2.378,0,0,0,5.759,0,NA,
47,28.06.2016,3,Carrot,Variimorda sp.,0,0,0,1,1.787,0,0,0,4.892,0,NA,bad picture
17,29.06.2016,5,Carrot,Variimorda sp.,0,0,0,1,2.273,0,0,0,5.742,0,NA,
8,04.07.2016,4,Carrot,Variimorda sp.,0,0,0,1,2.102,0,0,0,5.605,0,NA,
56,04.07.2016,9,Carrot,Variimorda sp.,0,0,0,1,2.528,0,0,0,6.573,0,NA,
73,06.07.2016,5,Carrot,Variimorda sp.,0,0,0,1,1.881,0,0,0,4.414,0,NA,
2,07.07.2016,4,Carrot,Variimorda sp.,0,0,0,1,2.199,0,0,0,5.696,0,NA,
2,07.07.2016,9,Carrot,Variimorda sp.,0,0,0,1,2.196,0,0,0,5.777,0,NA,
83,08.07.2016,1,Carrot,Variimorda sp.,0,0,0,1,2.01,0,0,0,5.594,0,NA,
83,08.07.2016,1,Carrot,Variimorda sp.,0,0,0,1,2.029,0,0,0,5.525,0,NA,
17,10.07.2016,3,Carrot,Variimorda sp.,0,0,0,1,2.555,0,0,0,NA,0,NA,
7,11.07.2016,2,Carrot,Variimorda sp.,0,0,0,1,2.198,0,0,0,5.825,0,NA,
56,11.07.2016,1,Carrot,Variimorda sp.,0,0,0,1,1.945,0,0,0,4.975,0,NA,
83,17.07.2016,5,Carrot,Variimorda sp.,0,0,0,1,1.906,0,0,0,5.297,0,NA,bad picture
83,17.07.2016,6,Carrot,Variimorda sp.,0,0,0,1,1.973,0,0,0,5.085,0,NA,
56,18.07.2016,7,Carrot,Variimorda sp.,0,0,0,1,2.385,0,0,0,6.485,0,NA,
41,18.07.2016,1,Carrot,Variimorda sp.,0,0,0,1,2.586,0,0,0,6.765,0,NA,
41,18.07.2016,1,Carrot,Variimorda sp.,0,0,0,1,2.049,0,0,0,5.613,0,NA,
40,19.07.2016,9,Carrot,Variimorda sp.,0,0,0,1,1.904,0,0,0,5.028,0,NA,
2,28.06.2016,3,Carrot,Clytus arietis,0,0,0,1,3.619,0,0,0,10.112,0,NA,
83,01.07.2016,6,Carrot,Rutpela maculata,0,0,0,1,3.812,0,0,0,11.491,0,NA,rediscovery in Zurich region
41,07.07.2016,4,Carrot,Rutpela maculata,0,0,0,1,4.199,0,0,0,12.11,0,NA,
2,23.06.2016,3,Carrot,Stenurella melanura,0,1,0,1,2.276,0,0,0,7.238,0,NA,first time in Zurich region
25,04.07.2016,6,Carrot,Stictoleptura rubra,0,1,0,1,4.093,0,0,0,12.071,0,NA,
59,04.07.2016,3,Carrot,Stictoleptura rubra,0,1,0,1,3.415,0,0,0,11.039,0,NA,
71,07.07.2016,4,Carrot,Stictoleptura rubra,0,1,0,1,3.417,0,0,0,11.962,0,NA,
56,11.07.2016,5,Carrot,Stictoleptura rubra,0,1,0,1,3.998,0,0,0,12.427,0,NA,
25,18.07.2016,9,Carrot,Stictoleptura rubra,0,1,0,1,4.691,0,0,0,13.633,0,NA,
59,18.07.2016,4,Carrot,Stictoleptura rubra,0,1,0,1,3.647,0,0,0,10.884,0,NA,
84,19.07.2016,3,Carrot,Stictoleptura rubra,0,1,0,1,4.23,0,0,0,12.631,0,NA,
40,19.07.2016,9,Carrot,Stictoleptura rubra,0,1,0,1,3.741,0,0,0,11.428,0,NA,
40,19.07.2016,9,Carrot,Stictoleptura rubra,0,1,0,1,3.674,0,0,0,11.096,0,NA,
85,19.07.2016,6,Carrot,Stictoleptura rubra,0,1,0,1,3.582,0,0,0,11.238,0,NA,
25,04.07.2016,2,Carrot,Dasytes plumbeus,0,0,0,1,1.042,0,0,0,4.197,0,NA,
7,04.07.2016,6,Carrot,Dasytes plumbeus,0,0,0,1,1.072,0,0,0,4.148,0,NA,
41,07.07.2016,7,Carrot,Dasytes plumbeus,0,0,0,1,1.063,0,NA,NA,NA,NA,NA,wing damaged
27,09.07.2016,5,Carrot,Dasytes plumbeus,0,0,0,1,1.103,0,0,0,4.754,0,NA,
30,11.07.2016,6,Carrot,Dasytes plumbeus,0,0,0,1,1.072,0,0,0,4.494,0,NA,
30,11.07.2016,4,Carrot,Dasytes plumbeus,0,0,0,1,1.026,0,0,0,3.886,0,NA,
25,11.07.2016,6,Carrot,Dasytes plumbeus,0,0,0,1,1.033,0,0,0,4.177,0,NA,
52,20.07.2016,2,Carrot,Dasytes plumbeus,0,0,0,1,1.085,0,0,0,4.762,0,NA,
17,22.06.2016,5,Carrot,Malachius bipustulatus,0,0,0,1,1.493,0,0,0,5.928,0,NA,
71,17.07.2016,2,Carrot,Malachius bipustulatus,0,0,0,1,1.615,0,0,0,6.378,0,NA,
84,23.06.2016,2,Carrot,Anogcodes rufiventris,0,1,0,1,2.33,0,0,0,7.231,0,NA,
2,23.06.2016,9,Carrot,Anogcodes rufiventris,0,1,0,1,1.785,0,0,0,5.598,0,NA,
2,23.06.2016,6,Carrot,Anogcodes rufiventris,0,1,0,1,2.124,0,0,0,6.181,0,NA,
8,28.06.2016,7,Carrot,Anogcodes rufiventris,0,1,0,1,1.632,0,0,0,5.265,0,NA,
71,28.06.2016,3,Carrot,Anogcodes rufiventris,0,1,0,1,1.777,0,0,0,6.07,0,NA,
71,28.06.2016,5,Carrot,Anogcodes rufiventris,0,1,0,1,1.856,0,0,0,5.313,0,NA,
8,04.07.2016,2,Carrot,Anogcodes rufiventris,0,1,0,1,1.9,0,0,0,6.69,0,NA,
30,04.07.2016,5,Carrot,Anogcodes rufiventris,0,0,1,1,2.467,0,0,0,7.44,0,NA,
7,04.07.2016,7,Carrot,Anogcodes rufiventris,0,1,0,1,2.105,0,0,0,6.436,0,NA,
11,06.07.2016,5,Carrot,Anogcodes rufiventris,0,0,1,1,1.812,0,0,0,6.143,0,NA,
71,07.07.2016,6,Carrot,Anogcodes rufiventris,0,1,0,1,1.792,0,0,0,5.972,0,NA,
71,07.07.2016,4,Carrot,Anogcodes rufiventris,0,1,0,1,2.16,0,0,0,6.509,0,NA,
71,07.07.2016,4,Carrot,Anogcodes rufiventris,0,0,1,1,1.941,0,0,0,6.394,0,NA,
2,07.07.2016,8,Carrot,Anogcodes rufiventris,0,1,0,1,1.858,0,0,0,5.743,0,NA,
28,09.07.2016,3,Carrot,Anogcodes rufiventris,0,1,0,1,2.14,0,0,0,6.63,0,NA,
30,11.07.2016,6,Carrot,Anogcodes rufiventris,0,1,0,1,2.208,0,0,0,6.914,0,NA,
30,11.07.2016,2,Carrot,Anogcodes rufiventris,0,1,0,1,2.235,0,0,0,6.357,0,NA,
30,11.07.2016,2,Carrot,Anogcodes rufiventris,0,1,0,1,1.715,0,0,0,5.59,0,NA,
56,11.07.2016,1,Carrot,Anogcodes rufiventris,0,0,1,1,2.529,0,0,0,8.047,0,NA,
56,18.07.2016,7,Carrot,Anogcodes rufiventris,0,1,0,1,2.214,0,0,0,6.668,0,NA,
8,18.07.2016,5,Carrot,Anogcodes rufiventris,0,1,0,1,2.49,0,0,0,7.233,0,NA,
84,19.07.2016,1,Carrot,Anogcodes rufiventris,0,1,0,1,1.918,0,0,0,6.041,0,NA,
39,20.07.2016,7,Carrot,Anogcodes rufiventris,0,0,1,1,1.917,0,0,0,6.072,0,NA,
39,20.07.2016,6,Carrot,Anogcodes rufiventris,0,1,0,1,1.758,0,0,0,5.196,0,NA,
39,20.07.2016,6,Carrot,Anogcodes rufiventris,0,0,1,1,2.52,0,0,0,7.783,0,NA,
71,07.07.2016,5,Carrot,Oedemera femorata,0,0,1,1,1.715,0,0,0,6.101,0,NA,
2,07.07.2016,2,Carrot,Oedemera femorata,0,1,0,1,1.819,0,0,0,6.767,0,NA,
56,18.07.2016,9,Carrot,Oedemera femorata,0,0,1,1,1.921,0,0,0,6.446,0,NA,
8,18.07.2016,6,Carrot,Oedemera femorata,0,1,0,1,1.837,0,0,0,6.582,0,NA,
71,28.06.2016,9,Carrot,Oedemera lurida,0,0,1,1,1.3,0,0,0,4.411,0,NA,
83,08.07.2016,3,Carrot,Oedemera lurida,0,0,1,1,1.528,0,0,0,5.755,0,NA,
28,09.07.2016,5,Carrot,Oedemera lurida,0,0,1,1,1.513,0,0,0,5.338,0,NA,
40,19.07.2016,6,Carrot,Oedemera lurida,0,0,1,1,1.613,0,0,0,6.12,0,NA,
40,23.06.2016,6,Carrot,Oedemera nobilis,0,0,1,1,1.686,0,0,0,6.314,0,NA,
83,01.07.2016,3,Carrot,Oedemera nobilis,0,1,0,1,2.147,0,0,0,7.207,0,NA,
83,01.07.2016,3,Carrot,Oedemera nobilis,0,1,0,1,1.969,0,0,0,6.655,0,NA,
83,01.07.2016,5,Carrot,Oedemera nobilis,0,0,1,1,1.814,0,0,0,6.32,0,NA,
28,01.07.2016,5,Carrot,Oedemera nobilis,0,0,1,1,1.909,0,0,0,6.691,0,NA,
83,08.07.2016,2,Carrot,Oedemera nobilis,0,0,1,1,1.898,0,0,0,6.362,0,NA,
83,08.07.2016,2,Carrot,Oedemera nobilis,0,1,0,1,1.719,0,0,0,NA,0,NA,
83,08.07.2016,2,Carrot,Oedemera nobilis,0,1,0,1,1.968,0,0,0,6.791,0,NA,
83,17.07.2016,5,Carrot,Oedemera nobilis,0,0,1,1,1.691,0,0,0,5.902,0,NA,
71,28.06.2016,8,Carrot,Trichodes alvearius,0,0,0,1,3.394,0,0,0,10.288,0,NA,
56,04.07.2016,7,Carrot,Trichodes alvearius,0,0,0,1,2.929,0,0,0,8.986,0,NA,
39,20.07.2016,6,Carrot,Trichodes alvearius,0,0,0,1,2.887,0,0,0,8.489,0,NA,
8,28.06.2016,9,Carrot,Trichodes apiarius,0,0,0,1,3.352,0,0,0,9.917,0,NA,
83,17.07.2016,7,Carrot,Trichodes apiarius,0,0,0,1,2.531,0,0,0,NA,0,NA,
84,23.06.2016,3,Carrot,Trichius fasciatus,0,0,0,1,6.476,0,0,0,14.857,0,NA,
8,28.06.2016,2,Carrot,Trichius fasciatus,0,0,0,1,5.45,0,0,0,12.342,0,NA,
8,28.06.2016,3,Carrot,Trichius fasciatus,0,0,0,1,5.143,0,0,0,11.849,0,NA,pollen!
2,28.06.2016,3,Carrot,Trichius fasciatus,0,0,0,1,5.075,0,0,0,11.694,0,NA,pollen!
83,01.07.2016,8,Carrot,Trichius fasciatus,0,0,0,1,5.287,0,0,0,12.156,0,NA,
25,04.07.2016,4,Carrot,Trichius fasciatus,0,0,0,1,5.339,0,0,0,11.532,0,NA,
8,04.07.2016,4,Carrot,Trichius fasciatus,0,0,0,1,5.427,0,0,0,11.992,0,NA,pollen!
84,07.07.2016,6,Carrot,Trichius fasciatus,0,0,0,1,5.844,0,0,0,13.014,0,NA,
41,07.07.2016,2,Carrot,Trichius fasciatus,0,0,0,1,5.039,0,0,0,11.167,0,NA,
40,07.07.2016,6,Carrot,Trichius fasciatus,0,0,0,1,5.774,0,0,0,12.519,0,NA,
71,07.07.2016,4,Carrot,Trichius fasciatus,0,0,0,1,6.149,0,0,0,14.076,0,NA,
56,11.07.2016,3,Carrot,Trichius fasciatus,0,0,0,1,5.739,0,0,0,13.106,0,NA,
56,11.07.2016,6,Carrot,Trichius fasciatus,0,0,0,1,5.395,0,0,0,12.149,0,NA,
8,18.07.2016,3,Carrot,Trichius fasciatus,0,0,0,1,5.474,0,0,0,12.495,0,NA,
59,18.07.2016,2,Carrot,Trichius fasciatus,0,0,0,1,5.186,0,0,0,11.724,0,NA,
41,18.07.2016,5,Carrot,Trichius fasciatus,0,0,1,1,6.38,0,0,0,14.682,0,NA,
40,19.07.2016,4,Carrot,Trichius fasciatus,0,0,0,1,6.005,0,0,0,13.367,0,NA,
17,22.06.2016,3,Carrot,Coleoptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost
25,04.07.2016,3,Carrot,Coleoptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost
25,04.07.2016,3,Carrot,Coleoptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost
71,07.07.2016,3,Carrot,Coleoptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost
71,07.07.2016,3,Carrot,Coleoptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost
2,28.06.2016,4,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
2,28.06.2016,3,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
83,01.07.2016,4,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
8,04.07.2016,3,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
56,04.07.2016,9,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
56,04.07.2016,7,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
11,06.07.2016,4,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
2,07.07.2016,7,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
2,07.07.2016,6,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
83,08.07.2016,2,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
53,09.07.2016,7,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
30,11.07.2016,6,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
30,11.07.2016,2,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
30,11.07.2016,2,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
30,11.07.2016,3,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
71,17.07.2016,2,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
47,18.07.2016,4,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
59,18.07.2016,6,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
39,20.07.2016,9,Carrot,Diptera,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not a hoverfly
2,28.06.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.68,1.214,0.513,0.99,9.744,2.717,1.93,
2,28.06.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.127,NA,0.454,0.765,7.746,1.219,1.685,
2,28.06.2016,5,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
2,28.06.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.594,1.165,0.54,0.9,9.148,2.605,1.667,good measure
52,29.06.2016,8,Carrot,Cheilosia sp.,0,1,0,1,2.734,1.225,0.554,0.902,9.674,2.681,1.628,
28,01.07.2016,8,Carrot,Cheilosia sp.,0,1,0,1,2.113,0.922,0.443,0.861,7.681,2.226,1.944,
28,01.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
25,04.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,1.394,0.859,0.438,0.792,6.725,2.089,1.808,
8,04.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,1.487,0.869,0.428,0.659,7.17,1.956,1.54,
8,04.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.241,0.777,0.424,0.629,6.195,1.83,1.483,
8,04.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.962,1.109,0.52,0.846,8.657,2.475,1.627,
56,04.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.015,0.952,0.512,0.849,8.326,2.313,1.658,
56,04.07.2016,5,Carrot,Cheilosia sp.,0,1,0,1,2.027,0.994,0.516,0.845,8.849,2.355,1.638,
56,04.07.2016,5,Carrot,Cheilosia sp.,0,1,0,1,1.93,0.977,0.499,0.86,NA,2.336,1.723,
56,04.07.2016,5,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
56,04.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,1.739,0.923,0.409,0.755,7.097,2.087,1.846,
56,04.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,1.628,0.84,0.384,0.741,7.003,1.965,1.93,
56,04.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
56,04.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,1.846,0.914,0.437,0.828,7.654,2.179,1.895,
56,04.07.2016,1,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
47,04.07.2016,7,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
52,05.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
52,05.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
52,05.07.2016,6,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
52,05.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,2.244,1.007,0.459,0.903,8.241,2.369,1.967,
73,06.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.268,NA,0.339,0.526,5.116,0.865,1.552,
71,07.07.2016,9,Carrot,Cheilosia sp.,0,0,1,1,1.849,0.896,0.44,0.827,7.597,2.163,1.88,
71,07.07.2016,6,Carrot,Cheilosia sp.,0,1,0,1,1.586,0.757,0.379,0.674,6.527,1.81,1.778,
71,07.07.2016,6,Carrot,Cheilosia sp.,0,0,1,1,1.796,0.904,0.398,0.797,6.783,2.099,2.003,
71,07.07.2016,7,Carrot,Cheilosia sp.,0,1,0,1,2.173,1.012,0.48,0.823,8.017,2.315,1.715,
71,07.07.2016,7,Carrot,Cheilosia sp.,0,1,0,1,2.282,1.085,0.507,0.898,8.018,2.49,1.771,
71,07.07.2016,2,Carrot,Cheilosia sp.,0,1,0,1,2.357,1.115,0.551,0.906,8.705,2.572,1.644,
71,07.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.625,1.146,0.522,1.02,8.99,2.688,1.954,
71,07.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.483,1.093,0.543,0.947,8.676,2.583,1.744,
71,07.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.04,1.047,0.456,0.882,NA,2.385,1.934,
71,07.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.699,1.248,0.582,0.943,9.68,2.773,1.62,
71,07.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.958,0.946,0.52,0.832,7.157,2.298,1.6,
2,07.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,1.68,0.927,0.401,0.73,7.468,2.058,1.82,
2,07.07.2016,1,Carrot,Cheilosia sp.,0,1,0,1,2.415,1.17,0.574,0.969,9.41,2.713,1.688,
2,07.07.2016,7,Carrot,Cheilosia sp.,0,0,1,1,1.669,NA,0.404,0.677,6.285,1.081,1.676,
85,07.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.524,1.185,0.548,0.881,9.444,2.614,1.608,
28,09.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,2.854,NA,NA,NA,9.616,NA,NA,
28,09.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.149,0.96,0.452,0.815,8.047,2.227,1.803,
28,09.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
28,09.07.2016,7,Carrot,Cheilosia sp.,0,0,1,1,1.339,0.751,0.364,0.687,5.212,1.802,1.887,
28,09.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,2.261,NA,NA,NA,8.165,NA,NA,
28,09.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,1.896,NA,0.465,0.799,7.608,1.264,1.718,
17,10.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.512,0.88,0.438,0.787,6.759,2.105,1.797,
17,10.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,
17,10.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,
17,10.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.215,NA,0.486,0.819,8.421,1.305,1.685,
17,10.07.2016,5,Carrot,Cheilosia sp.,0,0,1,1,1.754,0.871,0.416,0.79,6.882,2.077,1.899,
17,10.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,2.115,1.02,0.47,0.919,7.881,2.409,1.955,
30,11.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.726,NA,0.411,0.772,7.127,1.183,1.878,
25,11.07.2016,6,Carrot,Cheilosia sp.,0,0,1,1,1.255,NA,NA,0.708,5.491,NA,NA,
25,11.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,1.271,NA,NA,NA,5.408,NA,NA,
25,11.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,1.937,0.904,0.414,0.93,8.158,2.248,2.246,
25,11.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,1.492,0.9,0.362,0.704,6.853,1.966,1.945,
25,11.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,1.528,0.872,0.43,0.771,6.769,2.073,1.793,
25,11.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,1.766,0.985,0.464,0.82,7.39,2.269,1.767,
25,11.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.466,0.769,0.397,0.678,6.072,1.844,1.708,
25,11.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.894,0.952,0.479,0.853,7.631,2.284,1.781,
25,11.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.994,NA,0.46,0.853,7.592,1.313,1.854,
56,11.07.2016,3,Carrot,Cheilosia sp.,0,0,1,1,1.678,0.91,0.46,0.837,7.29,2.207,1.82,
56,11.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,1.841,0.948,0.465,0.79,7.997,2.203,1.699,
56,11.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.944,1.131,0.509,0.982,8.722,2.622,1.929,
71,17.07.2016,2,Carrot,Cheilosia sp.,0,1,0,1,2.36,0.988,0.481,0.824,7.898,2.293,1.713,
71,17.07.2016,2,Carrot,Cheilosia sp.,0,1,0,1,2.144,0.947,0.468,0.757,7.99,2.172,1.618,
71,17.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.556,1.167,0.528,1.014,9.275,2.709,1.92,
71,17.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.138,0.879,0.477,0.954,8.002,2.31,2,
71,17.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.85,1.215,0.536,0.934,9.855,2.685,1.743,
71,17.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.722,1.13,0.489,0.886,9.4,2.505,1.812,
71,17.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,1.527,0.823,0.402,NA,6.407,NA,NA,
56,18.07.2016,8,Carrot,Cheilosia sp.,0,0,1,1,1.591,0.739,0.372,0.742,5.653,1.853,1.995,
8,18.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,2.16,1.107,0.439,0.897,8.683,2.443,2.043,
59,18.07.2016,3,Carrot,Cheilosia sp.,0,1,0,1,2.568,1.065,0.433,0.866,9.638,2.364,2,
59,18.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,2.093,1.056,0.404,0.804,8.201,2.264,1.99,
59,18.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.149,1.02,0.429,0.837,8.108,2.286,1.951,
41,18.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,1.717,NA,0.391,0.728,7.616,1.119,1.862,
41,18.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.586,1.014,0.405,0.827,7.62,2.246,2.042,
41,18.07.2016,4,Carrot,Cheilosia sp.,0,1,0,1,2.403,1.176,0.442,1.013,9.481,2.631,2.292,
41,18.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.644,1.057,0.418,0.719,6.959,2.194,1.72,
41,18.07.2016,5,Carrot,Cheilosia sp.,0,1,0,1,1.903,1.051,0.463,0.861,8.515,2.375,1.86,
85,19.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.623,0.91,0.385,0.77,7.384,2.065,2,
85,19.07.2016,2,Carrot,Cheilosia sp.,0,0,1,1,1.323,NA,0.343,NA,5.519,NA,NA,
85,19.07.2016,4,Carrot,Cheilosia sp.,0,0,1,1,1.928,1.073,0.4,0.84,8.307,2.313,2.1,
52,20.07.2016,1,Carrot,Cheilosia sp.,0,0,1,1,1.357,0.801,NA,NA,5.688,NA,NA,
71,07.07.2016,8,Carrot,Chrysogaster solstitialis,0,0,1,1,1.43,NA,NA,NA,5.429,NA,NA,
83,17.07.2016,8,Carrot,Chrysogaster solstitialis,0,0,1,1,1.683,0.951,0.435,0.641,6.415,2.027,1.474,
85,19.07.2016,3,Carrot,Chrysotoxum vernale,0,1,0,1,2.838,NA,NA,0.903,NA,NA,NA,value taken from VonBuol
53,22.06.2016,2,Carrot,Episyrphus balteatus,0,0,1,1,2.266,1.141,0.477,0.903,9.95,2.521,1.893,
