SEN.2;SEN;Nr_SISF;Rank;Taxon_name;Authority;Subfamily;Family;Fern;Gymnosperm;Primitive_Angiosperm;Monocot;Eudicot;Garden_functional_group;Crop_use;Growth_form;Growth_form_simple;Liana;Carnivorous;Parasitic;Height_m;Leaf_duration;Pollination_mode;Structural_blossom_class;Tube_or_spur_present;Ressource;Visual_attraction;Alighting;Pollen_deposition_reception;Displaying_pollen;Pollinator_behaviour;Tube_spur_length_mm;Corolla_or_substitute_length_mm;Flower_diametre_mm;Inflorescence_diameter_mm;Coloured_bracts_or_substitute;Coloured_bract_lenght_mm;Brown_Drab;Green;Blue;Red;Orange;White;Yellow;Violet;Purpur_Magenta;Rose;January;February;March;April;May;June;July;August;September;October;November;December;Flower_onset;Months_flowering;Naturalization_status;Young_species;Freisetzungsverordnung;Black_list;Watch_list;Ecological_group;Red_list_CH;Red_list_MP;Red_list_MP2;IndigenatCH;Origin_status;Geographic_range_CHECK;Note
4976;4976;347200;sp;Rorippa sylvestris;(L.) Besser;NA;Brassicaceae;0;0;0;0;1;spontanous;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;6;8;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;D3;
5118;5118;358900;sp;Rumex acetosa;L.;NA;Polygonaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B4;
5141;5141;360400;sp;Rumex obtusifolius;L.;NA;Polygonaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.2;wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;D3;
5150;5150;360800;sp;Rumex sanguineus;L.;NA;Polygonaceae;0;0;0;0;1;crop;1;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;C1;
5166;5166;362200;sp;Sagina procumbens;L.;Alsinoideae;Caryophyllaceae;0;0;0;0;1;spontanous;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.01;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1;4;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;B3;
5241;5241;367800;hybrid;Salvia × sylvestris;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;7;13;NA;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;archeophyte_or_neophyte;0;0;0;0;unfertilized_dry_meadow;EN;-;-;N;1;B6a;
5232;5232;367300;sp;Salvia glutinosa;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;15;45;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;idiochorophyte;0;0;0;0;forest_plant;LC;NT;NT;I;0;E1a;
NA;NA;NA;sp;Salvia patens;Cav.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;2;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;13;26;NA;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2a;
5238;5238;367600;sp;Salvia pratensis;L.;NA;Lamiaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;11;25;NA;NA;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;indigenous_or_archeophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;I;0;C1;
5243;5243;368000;sp;Salvia verticillata;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.7;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;7;12;NA;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;NT;VU;VU;N;1;C2;
5250;5250;368650;sp;Sanguisorba minor;Scop.;NA;Rosaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;partly_wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;indigenous_or_neophyte;0;0;0;0;unfertilized_dry_meadow;NA;NA;NA;I;0;B6;
5256;5256;369000;sp;Sanguisorba officinalis;L.;NA;Rosaceae;0;0;0;0;1;pond_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;brush;0;NP;diffuse;diffuse;diffuse_outside;open;alighting;0;2.5;30;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;wetland_plant;LC;LC;LC;I;0;B3;
5262;5262;369500;sp;Saponaria officinalis;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;25;10;30;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;NT;I;0;B6;
5264;5264;369600;sp;Sarracenia purpurea;L.;NA;Sarraceniaceae;0;0;0;0;1;pond_plant;0;hemicryptophyte;perennial herbaceous plant;0;1;0;0.5;wintergreen;biotic;closed_blossom;0;NP;diffuse;diffuse;diffuse_inside;hidden;crawling_in;0;53;50;NA;0;NA;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;July;1;neophyte;0;0;0;0;wetland_plant;(NT);(EN);(EN);N;1;A2c;
5351;5351;375900;sp;Saxifraga stolonifera;Meerb.;NA;Saxifragaceae;0;0;0;0;1;groundcover_structure;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;15;20;NA;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;neophyte;0;0;0;0;pioneer_plant_low_elevations;(NT);-;-;N;1;A4b;
NA;NA;NA;sp;Scabiosa caucasica;(M. Bieb.) Greuter & Burdet;NA;Caprifoliaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;NA;NA;75;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;E2i;
5361;5361;376500;sp;Scabiosa columbaria;L.;NA;Caprifoliaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.8;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;6;12;NA;35;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;NT;I;0;D3;
5366;5366;377200;sp;Scabiosa ochroleuca;L.;NA;Caprifoliaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;7;10;NA;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;EN;EN;EN;N;1;B6;
5385;5385;378300;sp;Schoenoplectus mucronatus;(L.) Palla;NA;Cyperaceae;0;0;0;1;0;pond_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;water_plant;EN;EN;EN;I;0;B1;
5438;5438;382100;sp;Scrophularia nodosa;L.;NA;Scrophulariaceae;0;0;0;0;1;spontanous;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;flag;0;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;0;9;NA;NA;0;NA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B3;
5450;5450;383000;sp;Securigera varia;(L.) Lassen;Faboidae;Fabaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.2;deciduous;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;1.5;25;10;30;0;NA;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;unfertilized_dry_meadow;LC;NT;NT;I;0;B6;
5484;5484;385695;sp;Sedum telephium;L.;NA;Crassulaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.7;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;3;10;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;pioneer_plant_low_elevations;LC;NT;NT;I;0;B4;
NA;NA;NA;sp;Silene chalcedonica;(L.) E. H. L. Krause;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;15;15;30;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;B6a;
5623;5623;395200;sp;Silene flos-cuculi;(L.) Clairv.;Silenoideae;Caryophyllaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.75;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;9;15;30;NA;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;May;4;idiochorophyte;0;0;0;0;wetland_plant;LC;LC;LC;I;0;B6;
5635;5635;396050;sp;Silene nutans;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;partly_wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;15;9;16;NA;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;NT;NT;I;0;B6;
5662;5662;397300;sp;Silene vulgaris;(Moench) Garcke;Silenoideae;Caryophyllaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.2;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;18;8;22;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;I;0;D3;
NA;NA;NA;sp;Sium sisarum;L.;NA;Apiaceae;0;0;0;0;1;crop;1;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;NA;NA;55;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4b;
5710;5710;401000;sp;Solidago canadensis;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;2.5;deciduous;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;4;1.5;NA;150;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;1;1;0;weeds_ruderal_plants;(LC);(LC);(LC);N;1;A2;
5711;5711;401100;sp;Solidago gigantea;Aiton;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;2;deciduous;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;4.5;3;NA;150;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;August;3;neophyte;0;1;1;0;wetland_plant;(LC);(LC);(LC);N;1;A2c;
5716;5716;401395;sp;Solidago virgaurea;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;9;5;NA;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;August;3;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
5810;5810;406595;sp;Stachys recta;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;8;16;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;June;5;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;NT;NT;I;0;D3;
5812;5812;406800;sp;Stachys sylvatica;L.;NA;Lamiaceae;0;0;0;0;1;spontanous;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.2;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;5;15;NA;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
5859;5859;410600;sp;Symphytum asperum;Lepech.;NA;Boraginaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.8;deciduous;biotic;tube;1;NP;corolla_or_substitute;none;central_inside;hidden;hovering_perching;17;17;6;NA;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;neophyte;0;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);N;1;E2i;
5861;5861;410800;sp;Symphytum officinale;L.;NA;Boraginaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;tube;1;NP;corolla_or_substitute;none;central_inside;hidden;hovering_perching;20;20;6;NA;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;idiochorophyte;0;0;0;0;wetland_plant;LC;LC;LC;I;0;B6;
5876;5876;411500;sp;Tanacetum corymbosum;(L.) Sch. Bip.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;6.8;20;NA;40;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;forest_plant;NT;NT;NT;I;0;D3;
5880;5880;411700;sp;Tanacetum parthenium;(L.) Sch. Bip.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.6;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;5.3;5;NA;20;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;archeophyte;0;0;0;0;weeds_ruderal_plants;NT;NT;NT;N;1;C2b;
5881;5881;411800;sp;Tanacetum vulgare;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;3;3;NA;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;
5882;5894;413100;aggr;Taraxacum officinale aggr.;;Cichorioideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.3;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;6;15;NA;55;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;April;6;idiochorophyte;0;0;0;0;fertilized_meadow_plants;NA;NA;NA;I;0;B5;
5905;5905;414050;sp;Tellima grandiflora;(Pursh) Lindl.;NA;Saxifragaceae;0;0;0;0;1;groundcover_structure;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.25;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;6;8;NA;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;N;1;A2b;
5938;5938;415500;sp;Thalictrum aquilegiifolium;L.;NA;Ranunculaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;brush;0;P;diffuse;diffuse;diffuse_outside;open;alighting;0;6;15;NA;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;May;3;idiochorophyte;0;0;0;0;wetland_plant;LC;NT;NT;I;0;D3;
5948;5948;416195;sp;Thalictrum minus;L.;NA;Ranunculaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;EN;EN;I;0;B4a;
NA;NA;NA;sp;Tiarella cordifolia;L.;NA;Saxifragaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.3;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;4.5;9;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2c;
6009;6009;421600;sp;Tofieldia calyculata;(L.) Wahlenb.;NA;Tofieldiaceae;0;0;0;1;0;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.3;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;3.5;NA;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;wetland_plant;LC;VU;VU;I;0;D3;
NA;NA;NA;sp;Tradescantia pallida;(Rose) D.R.Hunt;NA;Commelinaceae;0;0;0;1;0;annual_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.4;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;15;30;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2a;
6118;6118;429400;sp;Trisetum flavescens;(L.) P. Beauv.;NA;Poaceae;0;0;0;1;0;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.8;partly_wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;indigenous_or_neophyte;0;0;0;0;fertilized_meadow_plants;NA;NA;NA;I;0;B6b;
6131;6131;430600;sp;Trollius europaeus;L.;NA;Ranunculaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.8;deciduous;biotic;closed_blossom;0;NP;diffuse;diffuse;diffuse_inside;hidden;crawling_in;0;27;30;NA;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;wetland_plant;LC;VU;VU;I;0;B6b;
6175;6175;433400;sp;Urtica dioica;L.;NA;Urticaceae;0;0;0;0;1;spontanous;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;weeds_ruderal_plants;NA;NA;NA;I;0;B6;
6214;6214;435800;sp;Valeriana officinalis;L.;NA;Caprifoliaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;4;6;NA;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;May;4;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;D4;
6288;6288;441000;sp;Veronica beccabunga;L.;NA;Plantaginaceae;0;0;0;0;1;pond_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.3;wintergreen;biotic;dish_bowl;0;NP;corolla_or_substitute;more_exact;diffuse_inside;open;alighting;0;4;8;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;idiochorophyte;0;0;0;0;water_plant;LC;LC;LC;I;0;B6;
6268;6268;441600;sp;Veronica filiformis;Sm.;NA;Plantaginaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.05;wintergreen;biotic;dish_bowl;0;NP;corolla_or_substitute;more_exact;diffuse_inside;open;alighting;0;6;12;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;March;6;neophyte;0;0;0;0;fertilized_meadow_plants;(LC);(LC);(LC);N;1;E2i;
6307;6307;443395;sp;Veronica serpyllifolia;L.;NA;Plantaginaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.2;wintergreen;biotic;dish_bowl;0;NP;corolla_or_substitute;more_exact;diffuse_inside;open;alighting;0;3.5;7;NA;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;
6326;6326;444995;sp;Vicia cracca;L.;Faboidae;Fabaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;1;0;0;2;deciduous;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;2;10;5;NA;0;NA;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B4;
6360;6360;447400;sp;Vicia sepium;L.;Faboidae;Fabaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;1;0;0;1;wintergreen;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;5;15;6;NA;0;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;April;4;idiochorophyte;0;0;0;0;fertilized_meadow_plants;NA;NA;NA;I;0;D3;
6374;6374;448700;sp;Viola alba;Besser;NA;Violaceae;0;0;0;0;1;lawn_meadow_plant;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.15;partly_wintergreen;biotic;flag;1;NP;corolla_or_substitute;lower_lip_or_carina;central_inside;hidden;alighting_forcing;4;20;20;NA;0;NA;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;March;2;idiochorophyte;0;0;0;0;forest_plant;LC;NT;NT;I;0;D3a;
6415;6415;450200;sp;Viola elatior;Fr.;NA;Violaceae;0;0;0;0;1;perennial_border_flower;0;hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;deciduous;biotic;flag;1;NP;corolla_or_substitute;lower_lip_or_carina;central_inside;hidden;alighting_forcing;4;20;20;NA;0;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;wetland_plant;EN;EN;CR;I;0;B6;
