SEN.2;SEN;Nr_SISF;Rank;Taxon_name;Authority;Subfamily;Family;Fern;Gymnosperm;Primitive_Angiosperm;Monocot;Eudicot;Garden_functional_group;Crop_use;Growth_form;Growth_form_simple;Liana;Carnivorous;Parasitic;Height_m;Leaf_duration;Pollination_mode;Structural_blossom_class;Tube_or_spur_present;Ressource;Visual_attraction;Alighting;Pollen_deposition_reception;Displaying_pollen;Pollinator_behaviour;Tube_spur_length_mm;Corolla_or_substitute_length_mm;Flower_diametre_mm;Inflorescence_diameter_mm;Coloured_bracts_or_substitute;Coloured_bract_lenght_mm;Brown_Drab;Green;Blue;Red;Orange;White;Yellow;Violet;Purpur_Magenta;Rose;January;February;March;April;May;June;July;August;September;October;November;December;Flower_onset;Months_flowering;Naturalization_status;Young_species;Freisetzungsverordnung;Black_list;Watch_list;Ecological_group;Red_list_CH;Red_list_MP;Red_list_MP2;IndigenatCH;Origin_status;Geographic_range_CHECK;Note
148;148;10500;sp;Alcea rosea;L.;NA;Malvaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;3;partly_wintergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;50;100;NA;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;June;5;archeophyte_or_neophyte;0;0;0;0;weeds_ruderal_plants;(LC);(LC);(LC);N;1;B4a;
468;468;NA;sp;Angelica archangelica;L.;NA;Apiaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;2;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1.5;3;140;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;indigenous_or_neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;B4b;
472;472;34100;sp;Angelica sylvestris;L.;NA;Apiaceae;0;0;0;0;1;pond_plant;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.8;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1.5;3;105;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;idiochorophyte;0;0;0;0;wetland_plant;LC;LC;LC;I;0;B6;
582;582;42200;sp;Arctium lappa;L.;Carduoideae;Asteraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;8;14;NA;50;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;
835;835;59600;sp;Beta vulgaris;L.;NA;Amaranthaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;2;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;5;10;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;archeophyte;1;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);NC;1;C2c;
1352;1352;96500;sp;Carlina vulgaris;L.;Carduoideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;0.7;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;10;NA;30;1;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_archeophyte;0;0;0;0;forest_plant;LC;NT;NT;I;0;D3;
1583;1583;115500;sp;Cirsium vulgare;(Savi) Ten.;Carduoideae;Asteraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;3;wintergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;25;35;NA;50;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6b;
1713;1713;123100;sp;Crepis biennis;L.;Cichorioideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.2;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;18;NA;35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;D3;
1906;1906;135300;sp;Dianthus armeria;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;0.4;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;20;5;14;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;NT;NT;VU;I;0;C1;
1966;1966;139200;sp;Dipsacus fullonum;L.;NA;Caprifoliaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;2;wintergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;11;11;NA;80;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;archeophyte;1;0;0;0;weeds_ruderal_plants;LC;NT;NT;I;0;C1;
1967;1967;139300;sp;Dipsacus laciniatus;L.;NA;Caprifoliaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;2;wintergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;13;13;NA;80;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;archeophyte;0;0;0;0;weeds_ruderal_plants;CR;CR;CR;A;0;C2b;
1969;1969;139400;sp;Dipsacus pilosus;L.;NA;Caprifoliaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;9;9;NA;25;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;idiochorophyte;0;0;0;0;weeds_ruderal_plants;VU;VU;VU;I;0;B6a;
3380;3380;237400;sp;Levisticum officinale;W. D. J. Koch;NA;Apiaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;2;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1;2;60;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;archeophyte;0;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);NC;1;A4a;
4059;4059;285200;sp;Orobanche hederae;Duby;NA;Orobanchaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;1;0.3;without;biotic;gullet;0;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;0;20;NA;NA;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;idiochorophyte;0;0;0;0;forest_plant;NT;NT;VU;I;0;C1;
4223;4223;296400;sp;Petroselinum crispum;(Mill.) Fuss;NA;Apiaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;0.6;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0.2;0.4;50;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;June;2;archeophyte;0;0;0;0;weeds_ruderal_plants;DD;DD;DD;NC;1;C2;
4904;4904;342900;sp;Reseda lutea;L.;NA;Resedaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.5;deciduous_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;2;5;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;C2;
5240;5240;367700;sp;Salvia sclarea;L.;NA;Lamiaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.2;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;8;30;25;NA;1;30;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;weeds_ruderal_plants;CR;CR;CR;N;1;C2;
NA;NA;NA;sp;Trachymene coerulea;Graham;NA;Apiaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;NA;NA;60;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A5;
6030;6030;422900;sp;Tragopogon porrifolius;L.;Cichorioideae;Asteraceae;0;0;0;0;1;crop;1;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.25;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;4;20;NA;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;archeophyte;1;0;0;0;weeds_ruderal_plants;DD;DD;DD;N;1;C2;
6033;6033;422950;sp;Tragopogon pratensis;L.;Cichorioideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;0.9;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;4.5;25;NA;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;indigenous_or_neophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B6;
6245;6245;438400;sp;Verbascum blattaria;L.;NA;Scrophulariaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.5;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;15;30;30;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;EN;EN;EN;I;0;B6a;
6247;6247;439000;sp;Verbascum lychnitis;L.;NA;Scrophulariaceae;0;0;0;0;1;perennial_border_flower;0;biennial_hapaxanthic;perennial herbaceous plant;0;0;0;1.5;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;20;20;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;VU;VU;I;0;B6a;
535;535;38400;sp;Apium graveolens;L.;NA;Apiaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0.5;1;35;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;June;5;archeophyte;1;0;0;0;weeds_ruderal_plants;LC;LC;LC;AC;1;B6;
815;815;58600;sp;Barbarea vulgaris;R. Br.;NA;Brassicaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.9;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;8;8;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;
1081;1081;76100;sp;Campanula medium;L.;NA;Campanulaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.9;wintergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;50;30;NA;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;May;3;indigenous_or_neophyte;0;0;0;0;NA;NA;NA;NA;N;1;E2d;
1125;1125;77900;sp;Capsella bursa-pastoris;(L.) Medik.;NA;Brassicaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.5;wintergreen_deciduous;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;3;5;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;March;9;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;C1;
1485;1485;NA;sp;Cerinthe major;L.;NA;Boraginaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.8;partly_wintergreen;biotic;tube;1;NP;corolla_or_substitute;none;central_inside;hidden;hovering_perching;20;20;8;NA;1;NA;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;weeds_ruderal_plants;DD;-;-;NC;1;C2;
1715;1715;123400;sp;Crepis capillaris;Wallr.;Cichorioideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;wintergreen_deciduous;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;3;12;NA;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_archeophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;D3;
1885;1885;133900;subsp;Daucus carota subsp. carota;L.;NA;Apiaceae;0;0;0;0;1;lawn_meadow_plant;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;2;4;100;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;archeophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;A;0;C2;
1947;1947;137400;sp;Digitalis purpurea;L.;NA;Plantaginaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.8;wintergreen;biotic;gullet;0;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;0;55;NA;NA;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;forest_plant;NT;VU;VU;N;1;D2;
2056;2056;144500;sp;Echium vulgare;L.;NA;Boraginaceae;0;0;0;0;1;perennial_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.9;wintergreen;biotic;bell_trumpet;1;NP;corolla_or_substitute;more_exact;sternotribic;open;alighting;5;20;9;NA;0;NA;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;May;6;indigenous_or_archeophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;I;0;B6a;
2194;2194;153800;sp;Erigeron annuus;(L.) Desf.;Asteroideae;Asteraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;2.8;6;NA;20;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;neophyte;0;0;1;0;weeds_ruderal_plants;(LC);(LC);(LC);N;1;A2;
2292;2292;160400;sp;Euphorbia lathyris;L.;NA;Euphorbiaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.5;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0;NA;50;1;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;neophyte;0;0;0;0;weeds_ruderal_plants;NT;NT;NT;N;1;C2b;
2463;2463;173400;sp;Foeniculum vulgare;Mill.;NA;Apiaceae;0;0;0;0;1;crop;1;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;2;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1;2;60;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;July;4;archeophyte;1;0;0;0;weeds_ruderal_plants;LC;NT;NT;AC;1;C1;
2851;2851;199600;sp;Hesperis matronalis;L.;NA;Brassicaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.2;partly_wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;30;25;NA;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;indigenous_or_neophyte;0;0;0;0;forest_plant;LC;LC;NT;N;1;B6;
3076;3076;216200;sp;Isatis tinctoria;L.;NA;Brassicaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.2;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;4;6;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;April;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;VU;VU;I;0;B6a;
3201;3201;224700;sp;Lactuca serriola;L.;Cichorioideae;Asteraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.8;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;10;NA;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6a;
3220;3220;226500;sp;Lamium purpureum;L.;NA;Lamiaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.25;deciduous_wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;10;12;NA;NA;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;January;12;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;C2c;
3348;3348;235800;sp;Lepidium virginicum;L.;NA;Brassicaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.6;wintergreen_deciduous;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;1.5;3;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;neophyte;0;0;0;0;weeds_ruderal_plants;(LC);(LC);(LC);N;1;A2a;
3587;3587;253400;sp;Malva neglecta;Wallr.;NA;Malvaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.6;partly_wintergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;13;25;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;B6;
3593;3593;253500;sp;Malva sylvestris;L.;NA;Malvaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.5;wintergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;20;50;NA;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;incluing M. mauritiana
3600;3600;254100;sp;Matricaria discoidea;DC.;Asteroideae;Asteraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.15;wintergreen_deciduous;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;1.3;1.3;NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;neophyte;0;0;0;0;weeds_ruderal_plants;(LC);(LC);(LC);N;1;A2d;
3647;3647;257200;sp;Melilotus albus;Medik.;Faboidae;Fabaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.5;deciduous;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;1;5;2;60;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;B4;
3654;3654;257600;sp;Melilotus officinalis;(L.) Pall.;Faboidae;Fabaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;2.5;deciduous;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;1;7;2.5;100;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;June;5;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;B4a;
3784;3784;265900;sp;Myosotis arvensis;Hill;NA;Boraginaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.5;wintergreen_deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;1;1.5;3;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;April;7;idiochorophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6;
3805;3805;267100;sp;Myosotis sylvatica;Hoffm.;NA;Boraginaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.5;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;2;3.5;8;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
3900;3907;274102;aggr;Oenothera biennis aggr.;;NA;Onagraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.5;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;40;25;80;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;neophyte;0;0;0;0;weeds_ruderal_plants;NA;NA;NA;N;1;A2;
3911;3911;274700;aggr;Oenothera parviflora aggr.;;NA;Onagraceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;15;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;40;20;30;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;neophyte;0;0;0;0;weeds_ruderal_plants;(NT);(VU);(VU);N;1;A2;
4090;4090;287400;sp;Oxalis corniculata;L.;NA;Oxalidaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.3;deciduous_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;8;10;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;April;7;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;A2a?;
4180;4180;293295;sp;Pastinaca sativa;L.;NA;Apiaceae;0;0;0;0;1;perennial_border_flower;1;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0.2;0.4;75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;archeophyte;1;0;0;0;fertilized_meadow_plants;NA;NA;NA;I/A;0;B6a;
4384;4384;308000;subsp;Plantago major subsp. intermedia;(Gilib.) Lange;NA;Plantaginaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.1;partly_wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B3;
5609;5609;394500;sp;Silene armeria;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.4;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;20;6;12;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;weeds_ruderal_plants;NT;EN;EN;I;0;D1;
5621;5621;396400;sp;Silene pratensis;(Rafn) Godr.;Silenoideae;Caryophyllaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.9;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;20;10;30;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6a;
6017;6017;422100;sp;Torilis japonica;(Houtt.) DC.;NA;Apiaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1.2;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0.2;0.4;30;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;July;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B4;
