plant
Achillea clypeolata
Achillea filipendulina
Achillea millefolium
Achillea ptarmica
Aegopodium podagraria
Agrimonia eupatoria
Alchemilla mollis
Allium rotundum
Allium sativum
Allium schoenoprasum
Allium sphaerocephalon
Althaea officinalis
Anchusa officinalis
Anthericum liliago
Anthurium majus
Anthyllis vulneraria
Antirrhinum majus
Apium graveolens
Aquilegia vulgaris
Arctium lappa
Astrantia major
Bellis perennis
Borago officinalis
Buddleja davidii
Buphthalmum salicifolium
Calendula officinalis
Calendula stellata
Calystegia sepium
Campanula glomerata
Campanula latifolia
Campanula medium
Campanula persicifolia
Campanula portenschlagiana
Campanula poscharskyana
Campanula rapunculoides
Campanula trachelium
Centaurea caerulescens
Centaurea cyanus
Centaurea jacea
Centaurea montana
Centaurea scabiosa
Centaurea stoebe
Cephalanthera rubra
Chamaemelum nobile
Cichorium intybus
Circaea lutetiana
Cirsium arvense
Cirsium vulgare
Clematis integrifolia
Clematis patens
Clinopodium vulgare
Convolvulus arvensis
Coreopsis verticillata
Coriandrum sativum
Cornus sanguinea
Coronilla varia
Cosmos bipinnatus
Cosmos caudatus
Cota tinctoria
Crepis capillaris
Crepis sp.
Crocosmia _x crocosmiiflora
Crocosmia aurea
Cucumis sativus
Cucurbita pepo
Cynara cardunculus
Dahlia pinnata
Daucus carota
Dianthus armeria
Dianthus barbatus
Dianthus carthusianorum
Digitalis purpurea
Echinacea pallida
Echinacea purpurea
Echinops ritro
Echium vulgare
Epilobium hirsutum
Erigeron annuus
Erigeron karvinskianus
Eriocapitella hupehensis
Erodium cicutarium
Erysimum _x cheiri
Eupatorium cannabinum
Euphorbia lathyris
Fagopyrum esculentum
Filipendula ulmaria
Foeniculum vulgare
Fragaria vesca
Fuchsia magellanica
Galega officinalis
Galeopsis angustifolia
Galium album
Galium mollugo
Galium verum
Geranium columbinum
Geranium endressii
Geranium platypetalum
Geranium pratense
Geranium pusillum
Geranium pyrenaicum
Geranium robertianum
Geranium sanguineum
Geranium sylvaticum
"Geranium wallichianum ""Rozanne"""
Geranium wlassovianum
Geum coccineum
Geum urbanum
Gladiolus communis
Helenium autumnale
Helianthemum nummularium
Helianthus annuus
Helichrysum italicum
Hemerocallis fulva
Hemerocallis minor
Heracleum sphondylium
Hesperis matronalis
Heuchera micrantha
Hibiscus syriacus
Hieracium piloselloides
Hydrangea arborescens
Hydrangea macrophylla
Hydrangea quercifolia
Hypericum calycinum
Hypericum perforatum
Hypochaeris radicata
Ipomoea purpurea
Iris iberica
Knautia arvensis
Knautia dipsacifolia
Knautia macedonica
Kniphofia uvaria
Lactuca sativa
Lapsana communis
Lathyrus latifolius
Lavandula angustifolia
Leontodon hispidus
Leontopodium nivale subsp. alpinum
Leonurus cardiaca
Leucanthemum maximum
Leucanthemum vulgare
Ligustrum vulgare
Limonium sinuatum
Linaria purpurea
Linaria vulgaris
Linum usitatissimum
Lonicera caprifolium
Lonicera periclymenum
Lotus corniculatus
Lysimachia arvensis
Lysimachia ciliata
Lysimachia clethroides
Lysimachia punctata
Lythrum salicaria
Malva alcea
Malva arborea
Malva sylvestris
Matricaria chamomilla
Medicago lupulina
Medicago sativa
Melilotus albus
Melilotus officinalis
Melissa officinalis
Mentha spicata
Myosotis arvensis
Nigella damascena
Oenothera biennis
Oenothera glazioviana
Oenothera lindheimeri
Onobrychis viciifolia
Origanum vulgare
Oxalis stricta
Papaver rhoeas
Penstemon barbatus
Persicaria bistorta
Persicaria orientalis
Petrorhagia saxifraga
Petrosedum rupestre
Phacelia tanacetifolia
Phedimus spurius
Phlox drummondii
Phlox maculata
Phlox paniculata
Physostegia virginiana
Picris hieracioides
Pilosella aurantiaca
Pimpinella saxifraga
Plantago lanceolata
Plantago major
Potentilla argentea
Potentilla fruticosa
Potentilla reptans
Prunella vulgaris
Ranunculus acris
Ranunculus repens
Rapistrum rugosum
Reseda lutea
Rhinanthus alectorolophus
Rosa _x damascena
Rosa abietina
Rosa chinensis
Rosa foetida
Rosa gallica
Rosa moschata
Rosa multiflora
Rubus idaeus
Rudbeckia fulgida
Rudbeckia hirta
Rudbeckia laciniata
Rumex obtusifolius
Salvia nemorosa
Salvia patens
Salvia pratensis
Salvia verticillata
Salvia yangii
Sanguisorba officinalis
Saponaria officinalis
Satureja hortensis
Scabiosa columbaria
Scabiosa ochroleuca
Sedum acre
Sedum album
Sedum sexangulare
Senecio vulgaris
Silene coronaria
Silene flos-cuculi
Silene latifolia subsp. alba
Silene nutans
Silene vulgaris
Sinapis alba
Solanum lycopersicum
Solanum pimpinellifolium
Sonchus asper
Sonchus oleraceus
Spiraea japonica
Stachys officinalis
Stachys recta
Stachys sylvatica
Symphytum officinale
Syringa persica
Syringa pubescens
Tagetes erecta
Tanacetum coccineum
Tanacetum parthenium
Tanacetum vulgare
Taraxacum officinale
Teucrium chamaedrys
Teucrium hircanicum
Thymus pulegioides
Thymus serpyllum
Torilis japonica
Tragopogon porrifolius
Trifolium campestre
Trifolium dubium
Trifolium hybridum
Trifolium incarnatum
Trifolium pratense
Trifolium repens
Triteleia laxa
Tropaeolum majus
Tropaeolum minus
Urtica dioica
Valeriana rubra
Verbascum blattaria
Verbascum chaixii
Verbascum densiflorum
Verbascum nigrum
Verbena bonariensis
Verbena canadensis
Verbena officinalis
Veronica filiformis
Veronica longifolia
Veronica serpyllifolia
Veronica spicata
Vicia cracca
Vicia hirsuta
Vicia sepium
Vincetoxicum hirundinaria
Viola tricolor
