plant,ugs_id,period,floral_abundance,plant_present,bee_visits,bee_present
Matricaria chamomilla,9,C,36,TRUE,0,FALSE
Medicago lupulina,15,B,18,TRUE,0,FALSE
Medicago lupulina,17,B,140,TRUE,0,FALSE
Medicago lupulina,17,C,20,TRUE,1,TRUE
Medicago lupulina,18,A,152,TRUE,0,FALSE
Medicago lupulina,18,B,16634,TRUE,2,TRUE
Medicago lupulina,18,C,1104,TRUE,0,FALSE
Medicago lupulina,19,B,811,TRUE,0,FALSE
Medicago lupulina,20,B,80,TRUE,0,FALSE
Medicago lupulina,20,C,60,TRUE,0,FALSE
Medicago lupulina,21,B,722,TRUE,0,FALSE
Medicago lupulina,21,C,14,TRUE,0,FALSE
Medicago lupulina,22,A,192,TRUE,0,FALSE
Medicago lupulina,24,C,170,TRUE,1,TRUE
Medicago lupulina,35,A,491,TRUE,1,TRUE
Medicago lupulina,35,B,171,TRUE,0,FALSE
Medicago lupulina,37,C,288,TRUE,2,TRUE
Medicago lupulina,38,B,105,TRUE,0,FALSE
Medicago lupulina,40,C,91,TRUE,0,FALSE
Medicago lupulina,44,A,76,TRUE,0,FALSE
Medicago lupulina,44,B,1222,TRUE,1,TRUE
Medicago lupulina,45,A,14,TRUE,0,FALSE
Medicago lupulina,46,B,275,TRUE,0,FALSE
Medicago lupulina,46,C,8,TRUE,0,FALSE
Medicago lupulina,47,B,644,TRUE,0,FALSE
Medicago lupulina,48,A,25,TRUE,0,FALSE
Medicago lupulina,48,B,345,TRUE,0,FALSE
Medicago lupulina,49,A,100,TRUE,0,FALSE
Medicago lupulina,49,B,59,TRUE,0,FALSE
Medicago lupulina,50,A,870,TRUE,2,TRUE
Medicago lupulina,52,B,7930,TRUE,6,TRUE
Medicago lupulina,53,A,18,TRUE,0,FALSE
Medicago lupulina,53,B,365,TRUE,0,FALSE
Medicago lupulina,53,C,72,TRUE,0,FALSE
Medicago lupulina,54,A,616,TRUE,0,FALSE
Medicago lupulina,54,B,284,TRUE,0,FALSE
Medicago lupulina,54,C,19,TRUE,0,FALSE
Medicago lupulina,56,B,168,TRUE,0,FALSE
Medicago lupulina,56,C,455,TRUE,0,FALSE
Medicago lupulina,57,B,320,TRUE,0,FALSE
Medicago lupulina,57,C,156,TRUE,0,FALSE
Medicago lupulina,58,A,1163,TRUE,1,TRUE
Medicago lupulina,58,B,112,TRUE,1,TRUE
Medicago lupulina,59,A,144,TRUE,0,FALSE
Medicago lupulina,59,B,448,TRUE,1,TRUE
Medicago sativa,3,C,80,TRUE,0,FALSE
Medicago sativa,13,C,510,TRUE,3,TRUE
Medicago sativa,17,C,552,TRUE,7,TRUE
Medicago sativa,21,C,22,TRUE,0,FALSE
Medicago sativa,38,B,26,TRUE,0,FALSE
Medicago sativa,38,C,93,TRUE,0,FALSE
Medicago sativa,49,B,804,TRUE,8,TRUE
Medicago sativa,50,C,198,TRUE,8,TRUE
Medicago sativa,53,C,1725,TRUE,11,TRUE
Medicago sativa,54,B,730,TRUE,1,TRUE
Medicago sativa,54,C,874,TRUE,21,TRUE
Medicago sativa,55,C,35,TRUE,1,TRUE
Medicago sativa,56,B,51,TRUE,2,TRUE
Medicago sativa,56,C,16,TRUE,3,TRUE
Medicago sativa,57,B,45,TRUE,0,FALSE
Medicago sativa,58,C,162,TRUE,0,FALSE
Medicago sativa,59,C,246,TRUE,0,FALSE
Medicago sativa,60,C,658,TRUE,2,TRUE
Melilotus albus,49,B,217,TRUE,0,FALSE
Melilotus albus,51,C,1114,TRUE,21,TRUE
Melilotus albus,55,C,111,TRUE,0,FALSE
Melilotus albus,58,C,111,TRUE,23,TRUE
Melilotus officinalis,17,B,12,TRUE,0,FALSE
Melilotus officinalis,27,C,38,TRUE,1,TRUE
Melilotus officinalis,52,B,5,TRUE,7,TRUE
Melilotus officinalis,58,B,15,TRUE,0,FALSE
Melilotus officinalis,58,C,278,TRUE,36,TRUE
Melissa officinalis,2,C,5,TRUE,2,TRUE
Melissa officinalis,10,C,13,TRUE,4,TRUE
Melissa officinalis,33,C,27,TRUE,2,TRUE
Mentha spicata,35,C,165,TRUE,1,TRUE
Mentha spicata,39,C,176,TRUE,18,TRUE
Muscari botryoides,12,A,90,TRUE,1,TRUE
Muscari botryoides,41,A,868,TRUE,1,TRUE
Myosotis alpestris,1,A,234,TRUE,2,TRUE
Myosotis alpestris,4,A,533,TRUE,0,FALSE
Myosotis alpestris,7,A,1890,TRUE,7,TRUE
Myosotis arvensis,3,A,127,TRUE,1,TRUE
Myosotis arvensis,5,A,1457,TRUE,8,TRUE
Myosotis arvensis,5,B,65,TRUE,0,FALSE
Myosotis arvensis,5,C,5,TRUE,0,FALSE
Myosotis arvensis,7,B,12,TRUE,0,FALSE
Myosotis arvensis,10,A,883,TRUE,5,TRUE
Myosotis arvensis,60,A,521,TRUE,0,FALSE
Narcissus jonquilla,9,A,4,TRUE,0,FALSE
Narcissus medio-luteus,9,A,1,TRUE,0,FALSE
Narcissus poeticus,12,A,88,TRUE,0,FALSE
Narcissus poeticus,38,A,1,TRUE,0,FALSE
Nigella damascena,2,A,3,TRUE,1,TRUE
Nigella damascena,2,C,5,TRUE,0,FALSE
Nigella damascena,3,B,96,TRUE,27,TRUE
Nigella damascena,3,C,23,TRUE,1,TRUE
Nigella damascena,5,B,14,TRUE,5,TRUE
Nigella damascena,7,B,20,TRUE,5,TRUE
Nigella damascena,7,C,7,TRUE,0,FALSE
Nigella damascena,8,B,2,TRUE,3,TRUE
Nigella damascena,9,B,71,TRUE,12,TRUE
Nigella damascena,10,A,5,TRUE,0,FALSE
Nigella damascena,10,B,102,TRUE,26,TRUE
Nigella damascena,10,C,12,TRUE,2,TRUE
Nigella damascena,27,B,1,TRUE,1,TRUE
Nigella sativa,2,B,432,TRUE,23,TRUE
Nigella sativa,5,C,1,TRUE,0,FALSE
Ocimum basilicum,4,C,31,TRUE,0,FALSE
Oenothera biennis,2,C,3,TRUE,0,FALSE
Oenothera biennis,15,C,24,TRUE,0,FALSE
Oenothera biennis,27,C,15,TRUE,2,TRUE
Oenothera biennis,39,C,9,TRUE,1,TRUE
Oenothera lindheimeri,26,B,9,TRUE,0,FALSE
Oenothera lindheimeri,26,C,178,TRUE,15,TRUE
Onobrychis viciifolia,15,B,202,TRUE,9,TRUE
Onobrychis viciifolia,32,C,34,TRUE,0,FALSE
Onobrychis viciifolia,38,B,55,TRUE,11,TRUE
Onobrychis viciifolia,50,A,148,TRUE,13,TRUE
Onobrychis viciifolia,51,B,12,TRUE,5,TRUE
Onobrychis viciifolia,52,A,1866,TRUE,22,TRUE
Onobrychis viciifolia,52,C,18,TRUE,0,FALSE
Onobrychis viciifolia,53,B,717,TRUE,27,TRUE
Onobrychis viciifolia,53,C,5,TRUE,0,FALSE
Onobrychis viciifolia,55,A,51,TRUE,4,TRUE
Onobrychis viciifolia,56,A,82,TRUE,2,TRUE
Onobrychis viciifolia,56,B,29,TRUE,3,TRUE
Onobrychis viciifolia,59,B,23,TRUE,21,TRUE
Onobrychis viciifolia,59,C,121,TRUE,30,TRUE
Ononis spinosa,38,C,4,TRUE,4,TRUE
Origanum vulgare,5,C,452,TRUE,12,TRUE
Origanum vulgare,9,C,642,TRUE,78,TRUE
Origanum vulgare,10,C,1200,TRUE,20,TRUE
Origanum vulgare,22,C,873,TRUE,137,TRUE
Origanum vulgare,35,C,152,TRUE,6,TRUE
Origanum vulgare,39,C,48,TRUE,11,TRUE
Origanum vulgare,44,C,229,TRUE,17,TRUE
Origanum vulgare,49,C,870,TRUE,45,TRUE
Origanum vulgare,52,C,60,TRUE,12,TRUE
Origanum vulgare,55,C,160,TRUE,1,TRUE
Origanum vulgare,57,C,1818,TRUE,37,TRUE
Oxalis corniculata,7,B,18,TRUE,0,FALSE
Oxalis stricta,2,C,8,TRUE,0,FALSE
Oxalis stricta,5,C,3,TRUE,0,FALSE
Oxalis stricta,9,C,1,TRUE,0,FALSE
Oxalis stricta,33,C,2,TRUE,0,FALSE
Paeonia lactiflora,21,B,2,TRUE,0,FALSE
Paeonia lactiflora,27,B,1,TRUE,0,FALSE
Paeonia lactiflora,35,A,5,TRUE,0,FALSE
Paeonia officinalis,32,B,3,TRUE,6,TRUE
Papaver cambricum,32,B,1,TRUE,0,FALSE
Papaver orientale,27,A,1,TRUE,0,FALSE
Papaver rhoeas,7,B,5,TRUE,0,FALSE
Papaver rhoeas,24,B,1,TRUE,0,FALSE
Papaver rhoeas,39,B,15,TRUE,6,TRUE
Papaver rhoeas,52,B,1,TRUE,1,TRUE
Papaver setiferum,7,A,1,TRUE,0,FALSE
Papaver somniferum,9,B,1,TRUE,0,FALSE
Parietaria officinalis,37,C,100,TRUE,0,FALSE
Pelargonium zonale,29,C,69,TRUE,0,FALSE
Persicaria bistorta,31,B,475,TRUE,0,FALSE
Persicaria orientalis,30,C,92,TRUE,9,TRUE
Petrorhagia saxifraga,38,C,92,TRUE,0,FALSE
Petrorhagia saxifraga,49,B,6,TRUE,0,FALSE
Petrorhagia saxifraga,49,C,48,TRUE,1,TRUE
Petrorhagia saxifraga,59,C,2,TRUE,0,FALSE
Petrosedum rupestre,3,C,106,TRUE,3,TRUE
Petroselinum crispum,4,A,800,TRUE,0,FALSE
Petroselinum crispum,5,C,120,TRUE,3,TRUE
Petroselinum crispum,7,B,532,TRUE,0,FALSE
Phacelia tanacetifolia,3,A,226,TRUE,19,TRUE
Phacelia tanacetifolia,3,B,197,TRUE,9,TRUE
Phacelia tanacetifolia,3,C,276,TRUE,35,TRUE
Phacelia tanacetifolia,55,B,5,TRUE,0,FALSE
Phaseolus vulgaris,2,C,22,TRUE,0,FALSE
Phedimus hybridus,3,A,45,TRUE,2,TRUE
Phedimus hybridus,3,B,34,TRUE,3,TRUE
Phedimus spurius,29,B,18,TRUE,0,FALSE
Philadelphus virginalis,39,B,112,TRUE,0,FALSE
Phlox drummondii,10,C,31,TRUE,2,TRUE
Phlox maculata,9,C,27,TRUE,0,FALSE
Phlox paniculata,9,C,38,TRUE,0,FALSE
Phlox subulata,8,A,7,TRUE,0,FALSE
Phlox subulata,29,A,250,TRUE,1,TRUE
Picris hieracioides,17,C,10,TRUE,2,TRUE
Picris hieracioides,19,C,1,TRUE,4,TRUE
Picris hieracioides,51,C,32,TRUE,0,FALSE
Picris hieracioides,52,B,4,TRUE,0,FALSE
Pilosella aurantiaca,3,C,36,TRUE,3,TRUE
Pilosella aurantiaca,35,B,15,TRUE,3,TRUE
Pilosella officinarum,29,C,1,TRUE,0,FALSE
Pilosella officinarum,34,B,1,TRUE,1,TRUE
Pilosella officinarum,49,A,1,TRUE,1,TRUE
Pilosella officinarum,49,B,3,TRUE,0,FALSE
Pilosella officinarum,50,A,39,TRUE,1,TRUE
Pilosella officinarum,54,A,12,TRUE,1,TRUE
Pilosella officinarum,55,A,6,TRUE,0,FALSE
Pimpinella major,14,C,114,TRUE,0,FALSE
Pimpinella saxifraga,52,B,510,TRUE,0,FALSE
Plantago lanceolata,2,B,893,TRUE,0,FALSE
Plantago lanceolata,10,A,21,TRUE,0,FALSE
Plantago lanceolata,10,B,70,TRUE,0,FALSE
Plantago lanceolata,13,A,80,TRUE,2,TRUE
Plantago lanceolata,13,B,142,TRUE,0,FALSE
Plantago lanceolata,13,C,20,TRUE,0,FALSE
Plantago lanceolata,14,B,10,TRUE,0,FALSE
Plantago lanceolata,14,C,16,TRUE,0,FALSE
Plantago lanceolata,16,A,110,TRUE,0,FALSE
Plantago lanceolata,16,B,57,TRUE,0,FALSE
Plantago lanceolata,16,C,480,TRUE,1,TRUE
Plantago lanceolata,18,B,7,TRUE,0,FALSE
Plantago lanceolata,18,C,110,TRUE,0,FALSE
Plantago lanceolata,19,C,31,TRUE,0,FALSE
Plantago lanceolata,20,A,186,TRUE,0,FALSE
Plantago lanceolata,20,B,136,TRUE,0,FALSE
Plantago lanceolata,20,C,90,TRUE,2,TRUE
Plantago lanceolata,22,A,10,TRUE,0,FALSE
Plantago lanceolata,22,B,22,TRUE,0,FALSE
Plantago lanceolata,24,C,20,TRUE,0,FALSE
Plantago lanceolata,27,A,80,TRUE,0,FALSE
Plantago lanceolata,34,B,42,TRUE,1,TRUE
Plantago lanceolata,34,C,90,TRUE,3,TRUE
Plantago lanceolata,35,B,30,TRUE,0,FALSE
Plantago lanceolata,35,C,70,TRUE,0,FALSE
Plantago lanceolata,37,C,70,TRUE,0,FALSE
Plantago lanceolata,38,A,680,TRUE,1,TRUE
Plantago lanceolata,38,C,28,TRUE,0,FALSE
Plantago lanceolata,43,A,20,TRUE,0,FALSE
Plantago lanceolata,44,C,370,TRUE,4,TRUE
Plantago lanceolata,45,B,20,TRUE,0,FALSE
Plantago lanceolata,45,C,10,TRUE,1,TRUE
Plantago lanceolata,46,B,40,TRUE,2,TRUE
Plantago lanceolata,46,C,10,TRUE,0,FALSE
Plantago lanceolata,47,A,372,TRUE,0,FALSE
Plantago lanceolata,47,B,240,TRUE,2,TRUE
Plantago lanceolata,48,A,83,TRUE,0,FALSE
Plantago lanceolata,48,C,30,TRUE,1,TRUE
Plantago lanceolata,50,A,50,TRUE,0,FALSE
Plantago lanceolata,50,B,1012,TRUE,0,FALSE
Plantago lanceolata,50,C,490,TRUE,5,TRUE
Plantago lanceolata,51,C,30,TRUE,0,FALSE
Plantago lanceolata,52,C,43,TRUE,0,FALSE
Plantago lanceolata,53,A,80,TRUE,0,FALSE
Plantago lanceolata,53,C,20,TRUE,1,TRUE
Plantago lanceolata,54,A,230,TRUE,0,FALSE
Plantago lanceolata,54,B,37,TRUE,0,FALSE
Plantago lanceolata,54,C,78,TRUE,0,FALSE
Plantago lanceolata,55,A,7,TRUE,0,FALSE
Plantago lanceolata,55,C,60,TRUE,0,FALSE
Plantago lanceolata,57,B,190,TRUE,1,TRUE
Plantago lanceolata,58,A,58,TRUE,0,FALSE
Plantago major,48,C,140,TRUE,0,FALSE
Plantago media,22,B,285,TRUE,0,FALSE
Plantago media,50,B,149,TRUE,0,FALSE
Plantago media,50,C,378,TRUE,4,TRUE
Polemonium caeruleum,9,B,60,TRUE,2,TRUE
Polygonatum multiflorum,43,A,5,TRUE,1,TRUE
Potentilla argentea,49,B,26,TRUE,1,TRUE
Potentilla argentea,60,A,6,TRUE,0,FALSE
Potentilla reptans,2,B,1,TRUE,0,FALSE
Potentilla reptans,14,C,1,TRUE,0,FALSE
Potentilla reptans,16,C,2,TRUE,0,FALSE
Potentilla reptans,18,B,2,TRUE,1,TRUE
Potentilla reptans,18,C,4,TRUE,0,FALSE
Potentilla reptans,20,B,5,TRUE,0,FALSE
Potentilla reptans,22,C,1,TRUE,0,FALSE
Potentilla reptans,23,C,5,TRUE,6,TRUE
Potentilla reptans,33,B,8,TRUE,4,TRUE
Potentilla reptans,36,C,16,TRUE,1,TRUE
Potentilla reptans,44,C,1,TRUE,0,FALSE
Potentilla reptans,50,B,10,TRUE,0,FALSE
Potentilla reptans,54,B,1,TRUE,0,FALSE
Potentilla reptans,58,C,1,TRUE,1,TRUE
Primula vulgaris,10,A,1,TRUE,0,FALSE
Primula vulgaris,12,A,33,TRUE,0,FALSE
Primula vulgaris,19,A,11,TRUE,0,FALSE
Primula vulgaris,28,A,8,TRUE,1,TRUE
Primula vulgaris,34,A,13,TRUE,0,FALSE
Prunella vulgaris,1,C,11,TRUE,0,FALSE
Prunella vulgaris,14,C,89,TRUE,3,TRUE
Prunella vulgaris,16,C,756,TRUE,18,TRUE
Prunella vulgaris,18,C,166,TRUE,2,TRUE
Prunella vulgaris,19,C,27,TRUE,0,FALSE
Prunella vulgaris,20,C,59,TRUE,1,TRUE
Prunella vulgaris,22,C,16,TRUE,0,FALSE
Prunella vulgaris,23,C,228,TRUE,8,TRUE
Prunella vulgaris,24,C,223,TRUE,5,TRUE
Prunella vulgaris,26,C,194,TRUE,0,FALSE
Prunella vulgaris,29,C,263,TRUE,6,TRUE
Prunella vulgaris,33,B,10,TRUE,0,FALSE
Prunella vulgaris,33,C,154,TRUE,3,TRUE
Prunella vulgaris,34,C,185,TRUE,9,TRUE
Prunella vulgaris,35,B,109,TRUE,2,TRUE
Prunella vulgaris,35,C,121,TRUE,8,TRUE
Prunella vulgaris,37,C,47,TRUE,0,FALSE
Prunella vulgaris,45,C,172,TRUE,8,TRUE
Prunella vulgaris,46,C,333,TRUE,10,TRUE
Prunella vulgaris,48,C,1020,TRUE,21,TRUE
Prunella vulgaris,50,B,4,TRUE,0,FALSE
Prunella vulgaris,51,C,6,TRUE,0,FALSE
Prunella vulgaris,52,B,14,TRUE,1,TRUE
Prunella vulgaris,53,C,56,TRUE,2,TRUE
Prunus laurocerasus,32,A,189,TRUE,4,TRUE
Prunus laurocerasus,36,A,1825,TRUE,9,TRUE
Prunus laurocerasus,39,A,10,TRUE,0,FALSE
Prunus laurocerasus,41,A,405,TRUE,17,TRUE
Prunus laurocerasus,42,A,1568,TRUE,5,TRUE
Prunus mahaleb,15,A,270,TRUE,1,TRUE
Prunus padus,21,A,220,TRUE,1,TRUE
Pulsatilla vulgaris,14,A,3,TRUE,0,FALSE
Pyracantha coccinea,13,B,49,TRUE,0,FALSE
Ranunculus acris,12,A,23,TRUE,0,FALSE
Ranunculus acris,12,B,23,TRUE,0,FALSE
Ranunculus acris,13,A,49,TRUE,5,TRUE
Ranunculus acris,14,A,73,TRUE,3,TRUE
Ranunculus acris,14,B,20,TRUE,0,FALSE
Ranunculus acris,15,A,13,TRUE,3,TRUE
Ranunculus acris,20,A,4,TRUE,2,TRUE
Ranunculus acris,21,A,142,TRUE,4,TRUE
Ranunculus acris,21,B,9,TRUE,0,FALSE
Ranunculus acris,36,A,2,TRUE,0,FALSE
Ranunculus acris,37,A,9,TRUE,0,FALSE
Ranunculus acris,43,A,29,TRUE,4,TRUE
Ranunculus acris,43,B,5,TRUE,0,FALSE
Ranunculus acris,44,A,183,TRUE,7,TRUE
Ranunculus acris,47,A,62,TRUE,1,TRUE
Ranunculus acris,48,A,12,TRUE,3,TRUE
Ranunculus acris,50,A,27,TRUE,0,FALSE
Ranunculus acris,53,A,54,TRUE,7,TRUE
Ranunculus acris,57,A,251,TRUE,7,TRUE
Ranunculus acris,58,A,43,TRUE,0,FALSE
Ranunculus acris,60,A,9,TRUE,0,FALSE
Ranunculus acris,60,C,5,TRUE,1,TRUE
Ranunculus bulbosus,14,A,13,TRUE,1,TRUE
Ranunculus bulbosus,15,A,6,TRUE,1,TRUE
Ranunculus bulbosus,17,A,15,TRUE,0,FALSE
Ranunculus bulbosus,19,A,25,TRUE,5,TRUE
Ranunculus bulbosus,21,A,88,TRUE,0,FALSE
Ranunculus bulbosus,37,A,22,TRUE,1,TRUE
Ranunculus bulbosus,39,A,9,TRUE,0,FALSE
Ranunculus bulbosus,44,A,11,TRUE,0,FALSE
Ranunculus bulbosus,46,A,9,TRUE,0,FALSE
Ranunculus bulbosus,60,A,39,TRUE,0,FALSE
Ranunculus ficaria,28,A,8,TRUE,0,FALSE
Ranunculus repens,1,A,25,TRUE,0,FALSE
Ranunculus repens,1,B,1,TRUE,0,FALSE
Ranunculus repens,2,A,29,TRUE,1,TRUE
Ranunculus repens,13,A,57,TRUE,0,FALSE
Ranunculus repens,16,A,31,TRUE,1,TRUE
Ranunculus repens,17,B,4,TRUE,0,FALSE
Ranunculus repens,18,A,8,TRUE,0,FALSE
Ranunculus repens,20,A,77,TRUE,1,TRUE
Ranunculus repens,20,B,14,TRUE,1,TRUE
Ranunculus repens,22,A,3,TRUE,0,FALSE
Ranunculus repens,22,B,2,TRUE,0,FALSE
Ranunculus repens,23,B,27,TRUE,0,FALSE
Ranunculus repens,24,A,33,TRUE,0,FALSE
Ranunculus repens,27,A,7,TRUE,0,FALSE
Ranunculus repens,28,B,10,TRUE,1,TRUE
Ranunculus repens,33,B,1,TRUE,0,FALSE
Ranunculus repens,35,A,75,TRUE,4,TRUE
Ranunculus repens,39,A,39,TRUE,0,FALSE
Ranunculus repens,43,A,27,TRUE,0,FALSE
Ranunculus repens,43,B,4,TRUE,0,FALSE
Ranunculus repens,44,A,27,TRUE,1,TRUE
Ranunculus repens,45,A,132,TRUE,19,TRUE
Ranunculus repens,46,A,181,TRUE,2,TRUE
Ranunculus repens,46,B,1,TRUE,0,FALSE
Ranunculus repens,46,C,1,TRUE,0,FALSE
Ranunculus repens,47,A,77,TRUE,0,FALSE
Ranunculus repens,47,B,2,TRUE,2,TRUE
Ranunculus repens,48,A,27,TRUE,0,FALSE
Ranunculus repens,48,B,79,TRUE,2,TRUE
Ranunculus repens,54,A,49,TRUE,0,FALSE
Ranunculus repens,58,A,64,TRUE,5,TRUE
Ranunculus repens,58,B,5,TRUE,1,TRUE
Ranunculus sardous,14,B,55,TRUE,3,TRUE
Raphanus raphanistrum,1,C,23,TRUE,0,FALSE
Raphanus raphanistrum,12,A,68,TRUE,0,FALSE
Raphanus raphanistrum,12,C,2,TRUE,0,FALSE
Reseda lutea,56,C,10,TRUE,4,TRUE
Rhamnus cathartica,54,A,39,TRUE,3,TRUE
Rhinanthus alectorolophus,14,B,720,TRUE,7,TRUE
Rhinanthus alectorolophus,17,B,179,TRUE,3,TRUE
Rhinanthus alectorolophus,19,B,29,TRUE,3,TRUE
Rhinanthus alectorolophus,21,A,5,TRUE,0,FALSE
Rhinanthus alectorolophus,21,B,12,TRUE,0,FALSE
Rhinanthus alectorolophus,43,A,31,TRUE,3,TRUE
Rhinanthus alectorolophus,44,B,135,TRUE,2,TRUE
Rhinanthus alectorolophus,45,A,107,TRUE,0,FALSE
Rhinanthus alectorolophus,45,B,65,TRUE,2,TRUE
Rhinanthus alectorolophus,46,B,31,TRUE,0,FALSE
Rhinanthus alectorolophus,47,B,105,TRUE,1,TRUE
Rhinanthus alectorolophus,48,A,64,TRUE,1,TRUE
Rhinanthus alectorolophus,48,B,161,TRUE,3,TRUE
Rhinanthus alectorolophus,50,A,71,TRUE,2,TRUE
Rhinanthus alectorolophus,51,B,1,TRUE,0,FALSE
Rhinanthus alectorolophus,53,A,403,TRUE,9,TRUE
Rhinanthus alectorolophus,53,B,571,TRUE,3,TRUE
Rhinanthus alectorolophus,56,A,1558,TRUE,4,TRUE
Rhinanthus alectorolophus,56,B,79,TRUE,2,TRUE
Rhinanthus alectorolophus,56,C,14,TRUE,0,FALSE
Rhododendron catawbiense,28,B,67,TRUE,1,TRUE
Rhododendron ponticum,4,A,126,TRUE,3,TRUE
Rhododendron ponticum,37,B,63,TRUE,1,TRUE
Ribes alpinum,32,A,236,TRUE,0,FALSE
Ribes nigrum,1,A,90,TRUE,0,FALSE
Ribes rubrum,10,A,25,TRUE,0,FALSE
Ribes rubrum,36,A,29,TRUE,0,FALSE
Rosa _x damascena,3,B,2,TRUE,0,FALSE
Rosa _x damascena,9,B,8,TRUE,0,FALSE
Rosa _x damascena,11,B,3,TRUE,0,FALSE
Rosa _x odorata,5,A,1,TRUE,0,FALSE
Rosa arvensis,9,B,4,TRUE,0,FALSE
Rosa arvensis,27,A,8,TRUE,1,TRUE
Rosa arvensis,43,B,2,TRUE,0,FALSE
Rosa arvensis,46,B,9,TRUE,10,TRUE
Rosa canina,15,B,9,TRUE,0,FALSE
Rosa canina,47,B,5,TRUE,0,FALSE
Rosa chinensis,9,B,6,TRUE,0,FALSE
Rosa chinensis,11,B,25,TRUE,0,FALSE
Rosa chinensis,28,B,8,TRUE,0,FALSE
Rosa chinensis,30,B,175,TRUE,0,FALSE
Rosa chinensis,32,B,5,TRUE,0,FALSE
Rosa foetida,4,B,6,TRUE,0,FALSE
Rosa gallica,2,C,1,TRUE,0,FALSE
Rosa gallica,9,B,16,TRUE,4,TRUE
Rosa gallica,11,C,1,TRUE,0,FALSE
Rosa gallica,26,B,9,TRUE,2,TRUE
Rosa luciae,5,B,8,TRUE,0,FALSE
Rosa lucieae,8,C,3,TRUE,0,FALSE
Rosa rubiginosa,59,B,7,TRUE,3,TRUE
Rosa sempervirens,30,C,4,TRUE,0,FALSE
Rosa spinosissima,26,B,28,TRUE,5,TRUE
Rosa spp.,27,B,1,TRUE,0,FALSE
Rosa xanthina,39,B,3,TRUE,0,FALSE
Rosmarinus officinalis,1,A,9,TRUE,0,FALSE
Rosmarinus officinalis,7,A,3,TRUE,0,FALSE
Rosmarinus officinalis,31,A,70,TRUE,1,TRUE
Rubus armeniacus,16,B,39,TRUE,22,TRUE
Rubus fruticosus,1,A,36,TRUE,0,FALSE
Rubus fruticosus,2,B,2,TRUE,0,FALSE
Rubus fruticosus,5,B,30,TRUE,0,FALSE
Rubus fruticosus,5,C,6,TRUE,0,FALSE
Rubus fruticosus,21,C,35,TRUE,0,FALSE
Rubus fruticosus,45,B,29,TRUE,0,FALSE
Rubus fruticosus,46,B,19,TRUE,0,FALSE
Rubus fruticosus,54,A,2,TRUE,0,FALSE
Rubus idaeus,1,A,75,TRUE,21,TRUE
Rubus idaeus,2,A,14,TRUE,10,TRUE
Rubus idaeus,3,A,88,TRUE,7,TRUE
Rubus idaeus,11,B,15,TRUE,13,TRUE
Rubus idaeus,27,A,19,TRUE,14,TRUE
Rubus idaeus,31,B,59,TRUE,19,TRUE
Rudbeckia laciniata,9,C,1,TRUE,0,FALSE
Rumex acetosa,21,A,600,TRUE,0,FALSE
Rumex acetosa,44,A,648,TRUE,0,FALSE
Rumex obtusifolius,56,B,9,TRUE,0,FALSE
Salvia elegans,1,A,1,TRUE,0,FALSE
Salvia microphylla,27,A,7,TRUE,0,FALSE
Salvia officinalis,26,A,261,TRUE,7,TRUE
Salvia officinalis,30,A,247,TRUE,1,TRUE
Salvia patens,17,B,93,TRUE,0,FALSE
Salvia patens,19,B,51,TRUE,0,FALSE
Salvia patens,38,B,105,TRUE,0,FALSE
Salvia patens,47,B,128,TRUE,0,FALSE
Salvia pratensis,14,B,162,TRUE,8,TRUE
Salvia pratensis,15,B,25,TRUE,7,TRUE
Salvia pratensis,22,B,27,TRUE,0,FALSE
Salvia pratensis,43,A,163,TRUE,3,TRUE
Salvia pratensis,43,B,127,TRUE,10,TRUE
Salvia pratensis,43,C,6,TRUE,1,TRUE
Salvia pratensis,47,A,13,TRUE,1,TRUE
Salvia pratensis,49,A,147,TRUE,6,TRUE
Salvia pratensis,49,B,19,TRUE,4,TRUE
Salvia pratensis,50,A,266,TRUE,13,TRUE
Salvia pratensis,51,B,6,TRUE,1,TRUE
Salvia pratensis,53,A,34,TRUE,1,TRUE
Salvia pratensis,53,B,51,TRUE,1,TRUE
Salvia pratensis,55,B,38,TRUE,2,TRUE
Salvia pratensis,56,A,48,TRUE,0,FALSE
Salvia pratensis,57,B,60,TRUE,8,TRUE
Salvia pratensis,59,A,62,TRUE,3,TRUE
Salvia pratensis,59,B,210,TRUE,3,TRUE
Salvia verticillata,20,C,206,TRUE,9,TRUE
Salvia yangii,26,C,118,TRUE,4,TRUE
Sambucus nigra,2,A,200,TRUE,0,FALSE
Sambucus nigra,16,A,412,TRUE,0,FALSE
Sambucus nigra,20,A,88,TRUE,0,FALSE
Sambucus nigra,45,A,309,TRUE,0,FALSE
Sambucus nigra,47,B,800,TRUE,0,FALSE
Sambucus nigra,47,C,110,TRUE,0,FALSE
Sambucus nigra,48,B,450,TRUE,2,TRUE
Sanguisorba minor,3,B,25,TRUE,0,FALSE
Sanguisorba minor,10,A,160,TRUE,0,FALSE
Sanguisorba minor,15,B,29,TRUE,0,FALSE
Sanguisorba minor,21,C,110,TRUE,0,FALSE
Sanguisorba minor,43,A,882,TRUE,2,TRUE
Sanguisorba minor,46,B,10,TRUE,0,FALSE
Sanguisorba minor,52,A,3,TRUE,0,FALSE
Sanguisorba minor,53,A,21,TRUE,0,FALSE
Sanguisorba minor,55,A,450,TRUE,0,FALSE
Sanguisorba minor,60,A,399,TRUE,0,FALSE
